Correlation,Centrality,Ground Truth
0.26186236438051047,degree_centrality,importance
0.11458259556504738,degree_centrality,doctypebranch
0.3923740270653372,in_degree_centrality,importance
0.17607452765646545,in_degree_centrality,doctypebranch
-0.061724879636913164,out_degree_centrality,importance
-0.06561057414205998,out_degree_centrality,doctypebranch
0.05598880081949727,betweenness_centrality,importance
-0.04697264165750919,betweenness_centrality,doctypebranch
0.39525575600454604,closeness_centrality,importance
0.1756877863111812,closeness_centrality,doctypebranch
0.2638494982887696,core_number,importance
0.13017159584294996,core_number,doctypebranch
0.3923740270653372,relative_in_degree_centrality,importance
0.17607452765646545,relative_in_degree_centrality,doctypebranch
0.40274288466148683,eigenvector_centrality,importance
0.16506843567192755,eigenvector_centrality,doctypebranch
0.38916440690200954,pagerank,importance
0.16505502365194427,pagerank,doctypebranch
-0.0617188171824825,hits_hub,importance
-0.06560413004499173,hits_hub,doctypebranch
0.3069239751514497,hits_authority,importance
0.13329656149891445,hits_authority,doctypebranch
0.3976365481843891,harmonic_centrality,importance
0.17306107722972988,harmonic_centrality,doctypebranch
0.3316301162109426,disruption,importance
0.19356445045940446,disruption,doctypebranch
0.3166793672846344,composite,importance
0.2008347110743482,composite,doctypebranch
