centrality,times_best_high,times_best_low,times_best_overall
eigenvector_centrality,1,2,1
pagerank,0,5,0
closeness_centrality,0,7,0
out_degree_centrality,5,1,5
hits_authority,3,1,3
degree_centrality,4,3,4
hits_hub,2,3,2
core_number,3,2,3
disruption,14,3,14
in_degree_centrality,6,11,6
