centrality,times_best_high,times_best_low,times_best_overall
eigenvector_centrality,1,3,1
pagerank,0,5,0
closeness_centrality,0,2,0
hits_authority,1,0,1
out_degree_centrality,4,0,4
degree_centrality,1,1,1
hits_hub,0,3,0
core_number,1,0,1
disruption,15,1,15
in_degree_centrality,1,9,1
