ecli,references
ECLI:CE:ECHR:2010:0928JUD004015607,[]
ECLI:CE:ECHR:2010:1014JUD000146607,[]
ECLI:CE:ECHR:2010:1021JUD001744404,[]
ECLI:CE:ECHR:2010:1028JUD000216102,['ECLI:CE:ECHR:2013:0725JUD001108206']
ECLI:CE:ECHR:2010:1028JUD002231304,[]
ECLI:CE:ECHR:2010:1102JUD000188303,[]
ECLI:CE:ECHR:2010:1102JUD002127203,['ECLI:CE:ECHR:2012:0424JUD000141305']
ECLI:CE:ECHR:2010:1216JUD001424805,['ECLI:CE:ECHR:2011:0301JUD002733504']
ECLI:CE:ECHR:2010:1221JUD003181403,[]
ECLI:CE:ECHR:2011:0222JUD002603608,['ECLI:CE:ECHR:2012:0424JUD000141305']
ECLI:CE:ECHR:2011:0301JUD001592405,[]
ECLI:CE:ECHR:2011:0421JUD004231004,"['ECLI:CE:ECHR:2013:0725JUD001108206', 'ECLI:CE:ECHR:2011:0301JUD002733504']"
ECLI:CE:ECHR:2011:0621JUD002965204,"['ECLI:CE:ECHR:2010:1102JUD002127203', 'ECLI:CE:ECHR:2010:1216JUD001424805']"
ECLI:CE:ECHR:2011:0628JUD002019703,[]
ECLI:CE:ECHR:2011:0726JUD003548505,[]
ECLI:CE:ECHR:2011:1027JUD002530308,['ECLI:CE:ECHR:2010:1014JUD000146607']
ECLI:CE:ECHR:2011:1103JUD001279303,"['ECLI:CE:ECHR:2011:0421JUD004231004', 'ECLI:CE:ECHR:2010:1028JUD002231304']"
ECLI:CE:ECHR:2011:1108DEC001108206,"['ECLI:CE:ECHR:2013:0725JUD001108206', 'ECLI:CE:ECHR:2011:0301JUD002733504']"
ECLI:CE:ECHR:2011:1215JUD002676605,['ECLI:CE:ECHR:2010:1021JUD001744404']
ECLI:CE:ECHR:2011:1220JUD003948807,"['ECLI:CE:ECHR:2011:0421JUD004231004', 'ECLI:CE:ECHR:2010:1028JUD002231304', 'ECLI:CE:ECHR:2012:1016JUD002112404']"
ECLI:CE:ECHR:2012:0112JUD001671705,['ECLI:CE:ECHR:2010:1028JUD002231304']
ECLI:CE:ECHR:2012:0112JUD003665003,[]
ECLI:CE:ECHR:2012:0112JUD003990805,['ECLI:CE:ECHR:2010:1216JUD001424805']
ECLI:CE:ECHR:2012:0112JUD004438502,['ECLI:CE:ECHR:2010:1028JUD002231304']
ECLI:CE:ECHR:2012:0119JUD001177805,['ECLI:CE:ECHR:2010:1221JUD003181403']
ECLI:CE:ECHR:2012:0131JUD002499605,['ECLI:CE:ECHR:2010:1102JUD002127203']
ECLI:CE:ECHR:2012:0207JUD002886903,[]
ECLI:CE:ECHR:2012:0223JUD002724409,[]
ECLI:CE:ECHR:2012:0313JUD000560504,['ECLI:CE:ECHR:2011:0127JUD004222402']
ECLI:CE:ECHR:2012:0313JUD004096204,['ECLI:CE:ECHR:2010:1102JUD002127203']
ECLI:CE:ECHR:2012:0410JUD000808805,"['ECLI:CE:ECHR:2010:1102JUD002127203', 'ECLI:CE:ECHR:2011:1215JUD002676605']"
ECLI:CE:ECHR:2012:0410JUD001994604,[]
ECLI:CE:ECHR:2012:0410JUD003432004,[]
ECLI:CE:ECHR:2012:0417JUD004360907,"['ECLI:CE:ECHR:2011:0510JUD001735404', 'ECLI:CE:ECHR:2011:1215JUD002676605']"
ECLI:CE:ECHR:2012:0424JUD000141305,['ECLI:CE:ECHR:2011:0127JUD004222402']
ECLI:CE:ECHR:2012:0503JUD002388005,['ECLI:CE:ECHR:2011:1215JUD002676605']
ECLI:CE:ECHR:2012:0510JUD002832803,['ECLI:CE:ECHR:2011:1215JUD002676605']
ECLI:CE:ECHR:2012:0522JUD000582603,['ECLI:CE:ECHR:2010:1216JUD001424805']
ECLI:CE:ECHR:2012:0531JUD003856004,['ECLI:CE:ECHR:2012:0112JUD004438502']
ECLI:CE:ECHR:2012:0710JUD002935306,['ECLI:CE:ECHR:2011:1215JUD002676605']
ECLI:CE:ECHR:2012:0710JUD005833109,[]
ECLI:CE:ECHR:2012:0719JUD002617107,['ECLI:CE:ECHR:2011:1215JUD002676605']
ECLI:CE:ECHR:2012:0724JUD002947606,[]
ECLI:CE:ECHR:2012:0726JUD003877305,[]
ECLI:CE:ECHR:2012:0828DEC007140710,"['ECLI:CE:ECHR:2010:1014JUD000146607', 'ECLI:CE:ECHR:2010:1221JUD003181403']"
ECLI:CE:ECHR:2012:0920JUD003172002,"['ECLI:CE:ECHR:2011:0421JUD004231004', 'ECLI:CE:ECHR:2010:1028JUD000216102']"
ECLI:CE:ECHR:2012:1002JUD000148407,"['ECLI:CE:ECHR:2010:1102JUD002127203', 'ECLI:CE:ECHR:2012:0410JUD003432004']"
ECLI:CE:ECHR:2012:1002JUD000725903,['ECLI:CE:ECHR:2011:1215JUD002676605']
ECLI:CE:ECHR:2012:1122JUD004620308,"['ECLI:CE:ECHR:2012:0403JUD001847505', 'ECLI:CE:ECHR:2012:0719JUD002988107', 'ECLI:CE:ECHR:2012:0503JUD002388005', 'ECLI:CE:ECHR:2012:0424JUD000141305', 'ECLI:CE:ECHR:2012:0410JUD000808805', 'ECLI:CE:ECHR:2012:0124JUD002489305', 'ECLI:CE:ECHR:2012:0510JUD002832803']"
ECLI:CE:ECHR:2012:1211JUD000365305,"['ECLI:CE:ECHR:2011:0726JUD003548505', 'ECLI:CE:ECHR:2012:0313JUD004096204', 'ECLI:CE:ECHR:2011:1215JUD002676605']"
ECLI:CE:ECHR:2013:0212JUD000015204,"['ECLI:CE:ECHR:2010:1102JUD002127203', 'ECLI:CE:ECHR:2013:0725JUD001108206', 'ECLI:CE:ECHR:2012:0522JUD000582603', 'ECLI:CE:ECHR:2011:0621JUD002965204']"
ECLI:CE:ECHR:2013:0219JUD006180008,"['ECLI:CE:ECHR:2012:0710JUD002935306', 'ECLI:CE:ECHR:2010:1021JUD001744404', 'ECLI:CE:ECHR:2011:1215JUD002676605']"
ECLI:CE:ECHR:2013:0226JUD005025407,['ECLI:CE:ECHR:2011:1215JUD002676605']
ECLI:CE:ECHR:2013:0305JUD006100509,['ECLI:CE:ECHR:2011:0412JUD002117503']
ECLI:CE:ECHR:2013:0404JUD003046506,"['ECLI:CE:ECHR:2011:1215JUD002676605', 'ECLI:CE:ECHR:2012:0710JUD005833109', 'ECLI:CE:ECHR:2012:0510JUD002832803']"
ECLI:CE:ECHR:2013:0411JUD002037211,"['ECLI:CE:ECHR:2011:0421JUD004231004', 'ECLI:CE:ECHR:2011:1215JUD002676605']"
ECLI:CE:ECHR:2013:0423JUD001388505,['ECLI:CE:ECHR:2012:0124JUD002489305']
ECLI:CE:ECHR:2013:0425JUD005859011,"['ECLI:CE:ECHR:2011:0920JUD001490204', 'ECLI:CE:ECHR:2012:0710JUD005833109']"
ECLI:CE:ECHR:2013:0620JUD002451006,['ECLI:CE:ECHR:2013:0314JUD001613308']
ECLI:CE:ECHR:2013:0625JUD003319207,"['ECLI:CE:ECHR:2012:1030JUD001993604', 'ECLI:CE:ECHR:2012:0726JUD003877305', 'ECLI:CE:ECHR:2012:0515JUD005167107']"
ECLI:CE:ECHR:2013:0711JUD000277507,"['ECLI:CE:ECHR:2010:1028JUD002231304', 'ECLI:CE:ECHR:2012:0410JUD000808805', 'ECLI:CE:ECHR:2011:0421JUD004231004', 'ECLI:CE:ECHR:2011:1215JUD002676605']"
ECLI:CE:ECHR:2013:0718JUD005963209,"['ECLI:CE:ECHR:2012:0503JUD002388005', 'ECLI:CE:ECHR:2010:0928JUD004015607', 'ECLI:CE:ECHR:2011:1215JUD002676605']"
ECLI:CE:ECHR:2013:0725JUD001108206,"['ECLI:CE:ECHR:2011:0628JUD002019703', 'ECLI:CE:ECHR:2012:0424JUD000141305', 'ECLI:CE:ECHR:2010:1102JUD002127203', 'ECLI:CE:ECHR:2013:0725JUD001108206', 'ECLI:CE:ECHR:2012:0920JUD003172002', 'ECLI:CE:ECHR:2011:1215JUD002676605', 'ECLI:CE:ECHR:2011:0726JUD003548505', 'ECLI:CE:ECHR:2011:0920JUD001490204', 'ECLI:CE:ECHR:2010:1216JUD001424805', 'ECLI:CE:ECHR:2011:0301JUD002733504', 'ECLI:CE:ECHR:2011:0621JUD002965204']"
ECLI:CE:ECHR:2013:1008JUD002986103,['ECLI:CE:ECHR:2010:0928JUD004015607']
ECLI:CE:ECHR:2013:1008JUD002986403,"['ECLI:CE:ECHR:2010:0928JUD004015607', 'ECLI:CE:ECHR:2011:0726JUD003548505', 'ECLI:CE:ECHR:2012:0112JUD003665003']"
ECLI:CE:ECHR:2013:1024JUD006288011,"['ECLI:CE:ECHR:2011:1027JUD002530308', 'ECLI:CE:ECHR:2010:1014JUD000146607', 'ECLI:CE:ECHR:2013:0423JUD001388505']"
ECLI:CE:ECHR:2013:1031JUD002318006,"['ECLI:CE:ECHR:2011:1027JUD002530308', 'ECLI:CE:ECHR:2010:1014JUD000146607', 'ECLI:CE:ECHR:2010:1028JUD002231304', 'ECLI:CE:ECHR:2012:1115JUD003007506', 'ECLI:CE:ECHR:2012:1115JUD004805706', 'ECLI:CE:ECHR:2012:0119JUD001177805', 'ECLI:CE:ECHR:2013:0530JUD003598509', 'ECLI:CE:ECHR:2012:1115JUD001915706']"
