,ecli,appno,respondent,languageisocode,representedby,violation,docname,separateopinion,judgementdate,scl,publishedby,doctypebranch,applicability,conclusion,importance,externalsources,rulesofcourt,referencedate,extractedappno,itemid,article,issue,nonviolation,originatingbody,doctype,rank,year,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,core_number,relative_in_degree_centrality,eigenvector_centrality,pagerank,hits_hub,hits_authority,harmonic_centrality,disruption,composite_ranking_importance_weight_composite_ranking,composite_ranking_importance_threshold_composite_ranking,composite_ranking_doctypebranch_weight_composite_ranking,composite_ranking_doctypebranch_threshold_composite_ranking,correlation_degree_centrality_importance,correlation_degree_centrality_doctypebranch,correlation_in_degree_centrality_importance,correlation_in_degree_centrality_doctypebranch,correlation_out_degree_centrality_importance,correlation_out_degree_centrality_doctypebranch,correlation_betweenness_centrality_importance,correlation_betweenness_centrality_doctypebranch,correlation_closeness_centrality_importance,correlation_closeness_centrality_doctypebranch,correlation_core_number_importance,correlation_core_number_doctypebranch,correlation_relative_in_degree_centrality_importance,correlation_relative_in_degree_centrality_doctypebranch,correlation_eigenvector_centrality_importance,correlation_eigenvector_centrality_doctypebranch,correlation_pagerank_importance,correlation_pagerank_doctypebranch,correlation_hits_hub_importance,correlation_hits_hub_doctypebranch,correlation_hits_authority_importance,correlation_hits_authority_doctypebranch,correlation_harmonic_centrality_importance,correlation_harmonic_centrality_doctypebranch,correlation_disruption_importance,correlation_disruption_doctypebranch,correlation_composite_ranking_importance_weight_composite_ranking_importance,correlation_composite_ranking_importance_weight_composite_ranking_doctypebranch,correlation_composite_ranking_importance_threshold_composite_ranking_importance,correlation_composite_ranking_importance_threshold_composite_ranking_doctypebranch,correlation_composite_ranking_doctypebranch_weight_composite_ranking_importance,correlation_composite_ranking_doctypebranch_weight_composite_ranking_doctypebranch,correlation_composite_ranking_doctypebranch_threshold_composite_ranking_importance,correlation_composite_ranking_doctypebranch_threshold_composite_ranking_doctypebranch
0,ECLI:CE:ECHR:2003:0617JUD003184596,31845/96,TUR,ENG,,,CASE OF DILEK v. TURKEY,False,17/06/2003 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,31845/96,001-61140,3;8;8-1;13;37;37-1;38;38-1-b;39;P1-1;P1-1-1,,,5,HEJUD,4.7850375,2003,0.0,0.0,0.0,0.0,0.0,0,0.0,3.040392174006809e-26,5.831055799758272e-05,-0.0,6.573019646720107e-20,0.0,0.0,1000.0000000000999,1000.0,1000.0000000001,1000.0,0.28401860294880743,0.39652190347216504,0.3669585757204355,0.3944908056384645,-0.025553183596606004,0.20223263725026056,0.20903224018409836,0.3114990752778551,0.37984121406957955,0.3436807308059093,0.22333936630483311,0.3531008075833143,0.3669585757204355,0.3944908056384645,0.3778837429671025,0.34356150245989703,0.3775988635287934,0.37523470243888446,0.05698595909709385,0.21305892906633958,0.3330362925025919,0.3729389882498491,0.3844509922912743,0.35325049123944785,0.17306510519218388,0.16542341016021728,0.38446424106919636,0.3533278606636044,0.3845837897938502,0.3533596824445375,0.34495579850430796,0.4149582191299792,0.28400271696478757,0.39644160510705856
1,ECLI:CE:ECHR:2018:1204JUD000023415,234/15;22357/15,LTU,ENG,MESKAUSKAITE L.,8;8-1,CASE OF KAZLAUSKAS AND NANARTONIS v. LITHUANIA,False,04/12/2018 00:00:00,,,3,,Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life),3,,,,234/15;22357/15;40828/12;7334/13;78123/13;62543/00;29381/09;32684/09;13394/13;44362/04;49304/09;56030/07;43835/11,001-187928,8;8-1,,,28,HEJUD,4.7850375,2018,0.0022988505747126,0.0,0.0022988505747126,0.0,0.0,7,0.0,3.040392174006809e-26,5.831055799758272e-05,0.0002642594832714,-1.9504113375705477e-19,0.0,0.0,1000.0000000000999,1000.0,902.3597733396324,757.5384241245135,0.28401860294880743,0.39652190347216504,0.3669585757204355,0.3944908056384645,-0.025553183596606004,0.20223263725026056,0.20903224018409836,0.3114990752778551,0.37984121406957955,0.3436807308059093,0.22333936630483311,0.3531008075833143,0.3669585757204355,0.3944908056384645,0.3778837429671025,0.34356150245989703,0.3775988635287934,0.37523470243888446,0.05698595909709385,0.21305892906633958,0.3330362925025919,0.3729389882498491,0.3844509922912743,0.35325049123944785,0.17306510519218388,0.16542341016021728,0.38446424106919636,0.3533278606636044,0.3845837897938502,0.3533596824445375,0.34495579850430796,0.4149582191299792,0.28400271696478757,0.39644160510705856
2,ECLI:CE:ECHR:2006:0608JUD004205302,42053/02,ITA,ENG,"FERRARI, Pietro",8,CASE OF MATTEONI v. ITALY,False,08/06/2006 00:00:00,"Albanese v. Italy, no. 77924/01, §§ 23-26, 2 March 2006;Campagnano v. Italy, no 77955/01, §§ 19-22, 2 March 2006;Luordo v. Italy, no. 32190/96, ECHR 2003 IX;Sgattoni v. Italy, no. 77132/01, §§ 44, 48, 49, 6 October 2005;Vitiello v. Italy, no. 77962/01, §§ 17-20, 2 March 2006",,2,,Violation of Art. 8;Violation of P4-2;Remainder inadmissible;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings,3,,,,,001-75675,6;6-1;8;8-2;8-1;29;29-3;35;35-1;41;P4-2;P4-2-1,,,6,HEJUD,4.7850375,2006,0.0016420361247947,0.0,0.0016420361247947,0.0,0.0,5,0.0,3.040392174006809e-26,5.831055799758272e-05,6.083299064053915e-06,-4.961787340455962e-19,0.0,0.0,1000.0000000000999,1000.0,929.0921493624411,819.7329766536965,0.28401860294880743,0.39652190347216504,0.3669585757204355,0.3944908056384645,-0.025553183596606004,0.20223263725026056,0.20903224018409836,0.3114990752778551,0.37984121406957955,0.3436807308059093,0.22333936630483311,0.3531008075833143,0.3669585757204355,0.3944908056384645,0.3778837429671025,0.34356150245989703,0.3775988635287934,0.37523470243888446,0.05698595909709385,0.21305892906633958,0.3330362925025919,0.3729389882498491,0.3844509922912743,0.35325049123944785,0.17306510519218388,0.16542341016021728,0.38446424106919636,0.3533278606636044,0.3845837897938502,0.3533596824445375,0.34495579850430796,0.4149582191299792,0.28400271696478757,0.39644160510705856
3,ECLI:CE:ECHR:2013:0212JUD005814908,58149/08,BGR,ENG,GEORGIEV H.,5;5-1;5-1-f;5-4;8,CASE OF AMIE AND OTHERS v. BULGARIA,False,12/02/2013 00:00:00,,,2,,Violation of Article 5 - Right to liberty and security (Article 5-1 - Deprivation of liberty;Article 5-1-f - Extradition);Violation of Article 5 - Right to liberty and security (Article 5-4 - Review of lawfulness of detention);Violation of Article 8 - Right to respect for private and family life (Article 8 - Expulsion) (Conditional),3,,,,58149/08;50963/99;357/09;13229/03;3455/05;48321/99;75157/01;31465/08;10664/05;46390/10;30471/08;8256/07;24340/08;24881/94;53490/99;72177/01;11364/03;20116/08;55263/00;41416/08;1365/07;1537/08;45237/08;29157/09;39652/98;46827/99;46951/99;10337/04;67175/01;74012/01,001-116413,5;5-1;5-1-f;5-4;8,,,7,HEJUD,4.7850375,2013,0.0091954022988505,0.0055829228243021,0.0036124794745484,0.0008195193655568,0.0418370645530855,11,0.005581089954038,1.822175286698241e-09,0.0002178852347504,0.0001503352782405,0.0003089045746458,146.5515512265512,-0.0655021834061135,585.2628712413155,585.6626360338573,260.9837683346388,226.45525291828795,0.28401860294880743,0.39652190347216504,0.3669585757204355,0.3944908056384645,-0.025553183596606004,0.20223263725026056,0.20903224018409836,0.3114990752778551,0.37984121406957955,0.3436807308059093,0.22333936630483311,0.3531008075833143,0.3669585757204355,0.3944908056384645,0.3778837429671025,0.34356150245989703,0.3775988635287934,0.37523470243888446,0.05698595909709385,0.21305892906633958,0.3330362925025919,0.3729389882498491,0.3844509922912743,0.35325049123944785,0.17306510519218388,0.16542341016021728,0.38446424106919636,0.3533278606636044,0.3845837897938502,0.3533596824445375,0.34495579850430796,0.4149582191299792,0.28400271696478757,0.39644160510705856
4,ECLI:CE:ECHR:2007:1016JUD000001104,11/04,ITA,ENG,PAGLIA L.,8;13,CASE OF VOTTO v. ITALY,False,16/10/2007 00:00:00,,,2,,Violation of Art. 8;Violation of Art. 13,3,,,,,001-82721,8;13,,,5,HEJUD,4.785272,2007,0.0,0.0,0.0,0.0,0.0,0,0.0,3.040392174006809e-26,5.831055799758272e-05,-0.0,-2.6308641453400205e-19,0.0,0.0,1000.0000000000999,1000.0,1000.0000000001,1000.0,0.28401860294880743,0.39652190347216504,0.3669585757204355,0.3944908056384645,-0.025553183596606004,0.20223263725026056,0.20903224018409836,0.3114990752778551,0.37984121406957955,0.3436807308059093,0.22333936630483311,0.3531008075833143,0.3669585757204355,0.3944908056384645,0.3778837429671025,0.34356150245989703,0.3775988635287934,0.37523470243888446,0.05698595909709385,0.21305892906633958,0.3330362925025919,0.3729389882498491,0.3844509922912743,0.35325049123944785,0.17306510519218388,0.16542341016021728,0.38446424106919636,0.3533278606636044,0.3845837897938502,0.3533596824445375,0.34495579850430796,0.4149582191299792,0.28400271696478757,0.39644160510705856
5,ECLI:CE:ECHR:2020:0227JUD007625111,76251/11,AZE,ENG,BAGIROV K.,8;8-1,CASE OF ABUSHOV v. AZERBAIJAN,False,27/02/2020 00:00:00,,,3,,Violation of Article 8 - Right to respect for private and family life (Article 8 - Positive obligations;Article 8-1 - Respect for family life),3,,,,76251/11;13589/07;21188/09;32407/13;4694/03,001-201338,8;8-1,,,29,HEJUD,4.785272,2020,0.0013136288998357,0.0,0.0013136288998357,0.0,0.0,4,0.0,3.040392174006809e-26,5.831055799758272e-05,0.0001043904386909,9.911309247966116e-20,0.0,0.0,1000.0000000000999,1000.0,944.9580328036815,858.1186770428016,0.28401860294880743,0.39652190347216504,0.3669585757204355,0.3944908056384645,-0.025553183596606004,0.20223263725026056,0.20903224018409836,0.3114990752778551,0.37984121406957955,0.3436807308059093,0.22333936630483311,0.3531008075833143,0.3669585757204355,0.3944908056384645,0.3778837429671025,0.34356150245989703,0.3775988635287934,0.37523470243888446,0.05698595909709385,0.21305892906633958,0.3330362925025919,0.3729389882498491,0.3844509922912743,0.35325049123944785,0.17306510519218388,0.16542341016021728,0.38446424106919636,0.3533278606636044,0.3845837897938502,0.3533596824445375,0.34495579850430796,0.4149582191299792,0.28400271696478757,0.39644160510705856
6,ECLI:CE:ECHR:2009:0922JUD003739597,37395/97,TUR,ENG,DEMETRIADES A.,8;P1-1,CASE OF HADJIPROCOPIOU AND OTHERS v. TURKEY,True,22/09/2009 00:00:00,,,2,,Violation of Article 1 of Protocol No. 1 - Protection of property;Violation of Article 8 - Right to respect for private and family life,3,,,,37395/97;33/12;42908/98;44038/98;44816/98;7319/02;42295/98;16162/90;25781/94;16219/90;16163/90;41355/98,001-94216,8;P1-1,,,7,HEJUD,4.7850375,2009,0.0013136288998357,0.0,0.0013136288998357,0.0,0.0,4,0.0,3.040392174006809e-26,5.831055799758272e-05,1.6471309045874885e-05,2.540101959836351e-19,0.0,0.0,1000.0000000000999,1000.0,944.9580328036815,858.1186770428016,0.28401860294880743,0.39652190347216504,0.3669585757204355,0.3944908056384645,-0.025553183596606004,0.20223263725026056,0.20903224018409836,0.3114990752778551,0.37984121406957955,0.3436807308059093,0.22333936630483311,0.3531008075833143,0.3669585757204355,0.3944908056384645,0.3778837429671025,0.34356150245989703,0.3775988635287934,0.37523470243888446,0.05698595909709385,0.21305892906633958,0.3330362925025919,0.3729389882498491,0.3844509922912743,0.35325049123944785,0.17306510519218388,0.16542341016021728,0.38446424106919636,0.3533278606636044,0.3845837897938502,0.3533596824445375,0.34495579850430796,0.4149582191299792,0.28400271696478757,0.39644160510705856
7,ECLI:CE:ECHR:2024:1024JUD005819516,58195/16,LVA,ENG,,8;8-1,CASE OF RUTULE v. LATVIA,False,24/10/2024 00:00:00,,,3,,Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life),3,,,,58195/16;58822/00;14305/17;28926/10;12323/11;30457/06;30958/13;11264/04;27013/10;35589/08,001-237506,8;8-1,,,29,HEJUD,4.785272,2024,0.0022988505747126,0.0,0.0022988505747126,0.0,0.0,6,0.0,3.040392174006809e-26,5.831055799758272e-05,3.7407613026003694e-05,1.2228146673791585e-19,0.0,0.0,1000.0000000000999,1000.0,902.3597733396324,757.5384241245135,0.28401860294880743,0.39652190347216504,0.3669585757204355,0.3944908056384645,-0.025553183596606004,0.20223263725026056,0.20903224018409836,0.3114990752778551,0.37984121406957955,0.3436807308059093,0.22333936630483311,0.3531008075833143,0.3669585757204355,0.3944908056384645,0.3778837429671025,0.34356150245989703,0.3775988635287934,0.37523470243888446,0.05698595909709385,0.21305892906633958,0.3330362925025919,0.3729389882498491,0.3844509922912743,0.35325049123944785,0.17306510519218388,0.16542341016021728,0.38446424106919636,0.3533278606636044,0.3845837897938502,0.3533596824445375,0.34495579850430796,0.4149582191299792,0.28400271696478757,0.39644160510705856
8,ECLI:CE:ECHR:2021:0928JUD004317613,43176/13,MDA;RUS,ENG,POPOVSCHI S.G.,6;6-1;8;8-1;P1-1;P1-1-1,CASE OF CRAVCIȘIN v. THE REPUBLIC OF MOLDOVA AND RUSSIA,False,28/09/2021 00:00:00,,,3,,No violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Tribunal established by law) (the Republic of Moldova);Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Tribunal established by law) (Russia);No violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for home) (the Republic of Moldova);Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for home) (Russia);No violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions) (the Republic of Moldova);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions) (Russia),3,,,,43176/13;48787/99;43370/04;8252/05;18454/06;11138/10;42224/11;23687/05;30003/04;13463/07;26772/95;5826/03;45036/98;51473/99;9300/07;38433/09,001-211889,6;6-1;8;8-1;P1-1;P1-1-1,,6;6-1;8;8-1;P1-1;P1-1-1,26,HEJUD,4.7850375,2021,0.0019704433497536,0.0003284072249589,0.0016420361247947,5.8457039751098e-05,0.0005911330049261,5,0.000328299409061,2.7393933487801354e-23,6.322888478324298e-05,4.1518756611389045e-05,1.744428019874195e-06,2.0,0.0033557046979865,918.563420258124,918.4613059250303,874.2072345598285,788.6357003891051,0.28401860294880743,0.39652190347216504,0.3669585757204355,0.3944908056384645,-0.025553183596606004,0.20223263725026056,0.20903224018409836,0.3114990752778551,0.37984121406957955,0.3436807308059093,0.22333936630483311,0.3531008075833143,0.3669585757204355,0.3944908056384645,0.3778837429671025,0.34356150245989703,0.3775988635287934,0.37523470243888446,0.05698595909709385,0.21305892906633958,0.3330362925025919,0.3729389882498491,0.3844509922912743,0.35325049123944785,0.17306510519218388,0.16542341016021728,0.38446424106919636,0.3533278606636044,0.3845837897938502,0.3533596824445375,0.34495579850430796,0.4149582191299792,0.28400271696478757,0.39644160510705856
9,ECLI:CE:ECHR:2004:0713JUD003704797,37047/97,TUR,ENG,,,CASE OF TEMEL v. TURKEY,False,13/07/2004 00:00:00,,,2,,Struck out of the list (friendly settlement),3,,,,,001-61896,3;8;8-1;13;37;37-1;38;38-1-b;39,,,5,HEJUD,4.785272,2004,0.0,0.0,0.0,0.0,0.0,0,0.0,3.040392174006809e-26,5.831055799758272e-05,-0.0,3.019063076466955e-19,0.0,0.0,1000.0000000000999,1000.0,1000.0000000001,1000.0,0.28401860294880743,0.39652190347216504,0.3669585757204355,0.3944908056384645,-0.025553183596606004,0.20223263725026056,0.20903224018409836,0.3114990752778551,0.37984121406957955,0.3436807308059093,0.22333936630483311,0.3531008075833143,0.3669585757204355,0.3944908056384645,0.3778837429671025,0.34356150245989703,0.3775988635287934,0.37523470243888446,0.05698595909709385,0.21305892906633958,0.3330362925025919,0.3729389882498491,0.3844509922912743,0.35325049123944785,0.17306510519218388,0.16542341016021728,0.38446424106919636,0.3533278606636044,0.3845837897938502,0.3533596824445375,0.34495579850430796,0.4149582191299792,0.28400271696478757,0.39644160510705856
