source_ecli,count
ECLI:CE:ECHR:2013:0718JUD002978407,14
ECLI:CE:ECHR:2008:1002JUD006439801,14
ECLI:CE:ECHR:2016:0614JUD001210005,14
ECLI:CE:ECHR:2016:0614JUD004930409,14
ECLI:CE:ECHR:2012:0605JUD002702610,14
ECLI:CE:ECHR:2013:0924JUD002934310,14
ECLI:CE:ECHR:2013:1003JUD004672611,14
ECLI:CE:ECHR:2013:1010JUD004103807,14
ECLI:CE:ECHR:2009:0526JUD000402304,14
ECLI:CE:ECHR:2012:1002JUD000597005,14
ECLI:CE:ECHR:2013:0924JUD004361210,14
ECLI:CE:ECHR:2006:0720JUD003043103,14
ECLI:CE:ECHR:2012:1204JUD003149205,14
ECLI:CE:ECHR:2016:0324JUD004847509,14
ECLI:CE:ECHR:2012:1204JUD005963109,14
ECLI:CE:ECHR:2012:1127JUD002971305,14
ECLI:CE:ECHR:2012:1204JUD002768004,14
ECLI:CE:ECHR:2009:0226JUD004261702,14
ECLI:CE:ECHR:2024:0111JUD005234220,14
ECLI:CE:ECHR:2015:1006JUD008044212,14
ECLI:CE:ECHR:2016:0322JUD007411412,14
ECLI:CE:ECHR:2006:0711JUD004108805,14
ECLI:CE:ECHR:2012:1127JUD001789203,14
ECLI:CE:ECHR:2012:1113JUD006176708,14
ECLI:CE:ECHR:2009:0120JUD004135598,14
ECLI:CE:ECHR:2012:1113JUD001269404,14
ECLI:CE:ECHR:2009:0120JUD003670597,14
ECLI:CE:ECHR:2013:0108JUD004023802,14
ECLI:CE:ECHR:2024:0118JUD004985310,14
ECLI:CE:ECHR:2009:0113JUD003583505,14
ECLI:CE:ECHR:2009:0108JUD003622002,14
ECLI:CE:ECHR:2023:0530JUD003995409,14
ECLI:CE:ECHR:2013:0328JUD001408708,14
ECLI:CE:ECHR:2016:0315JUD000298205,14
ECLI:CE:ECHR:2023:0601JUD007513514,14
ECLI:CE:ECHR:2012:1009JUD001133204,14
ECLI:CE:ECHR:2009:0423JUD000160602,14
ECLI:CE:ECHR:2016:0426JUD000144310,14
ECLI:CE:ECHR:2013:0409JUD002425011,14
ECLI:CE:ECHR:2008:1204JUD002861703,14
ECLI:CE:ECHR:2006:0718JUD006356600,14
ECLI:CE:ECHR:2008:0717JUD003112205,14
ECLI:CE:ECHR:2008:0630JUD002297805,14
ECLI:CE:ECHR:2007:1016JUD002610304,14
ECLI:CE:ECHR:2009:1208JUD004915107,14
ECLI:CE:ECHR:2024:0507JUD002422818,14
ECLI:CE:ECHR:2012:0124JUD000105106,14
ECLI:CE:ECHR:2012:0119JUD003988405,14
ECLI:CE:ECHR:2015:1201JUD004822610,14
ECLI:CE:ECHR:2009:1217JUD002211506,14
ECLI:CE:ECHR:2009:1217JUD000533506,14
ECLI:CE:ECHR:2023:1130JUD006497316,14
ECLI:CE:ECHR:2006:0504JUD006239300,14
ECLI:CE:ECHR:2010:0902JUD003629502,14
ECLI:CE:ECHR:2010:0902JUD004634406,14
ECLI:CE:ECHR:2014:0513JUD000621908,14
ECLI:CE:ECHR:2006:1010JUD002056702,14
ECLI:CE:ECHR:2007:1122JUD000532604,14
ECLI:CE:ECHR:2014:0603JUD002284007,14
ECLI:CE:ECHR:2016:0721JUD000417406,14
ECLI:CE:ECHR:2016:0721JUD000472106,14
ECLI:CE:ECHR:2011:1206JUD004587506,14
ECLI:CE:ECHR:2011:1129JUD003161008,14
ECLI:CE:ECHR:2011:1122JUD002028710,14
ECLI:CE:ECHR:2007:1106JUD002796606,14
ECLI:CE:ECHR:2011:1027JUD003707509,14
ECLI:CE:ECHR:2007:1016JUD001735904,14
ECLI:CE:ECHR:2006:0425JUD007755101,14
ECLI:CE:ECHR:2014:0701JUD000671708,14
ECLI:CE:ECHR:2016:0721JUD003610111,14
ECLI:CE:ECHR:2007:1016JUD002753304,14
ECLI:CE:ECHR:2007:1016JUD001872604,14
ECLI:CE:ECHR:2010:1026JUD003817997,14
ECLI:CE:ECHR:2010:1028JUD005250207,14
ECLI:CE:ECHR:2024:0305JUD006422019,14
ECLI:CE:ECHR:2006:1005JUD007520401,14
ECLI:CE:ECHR:2023:1212JUD006084619,14
ECLI:CE:ECHR:2008:0110JUD005332199,14
ECLI:CE:ECHR:2013:1105JUD003532709,14
ECLI:CE:ECHR:2016:0623JUD002232308,14
ECLI:CE:ECHR:2013:1105JUD004919810,14
ECLI:CE:ECHR:2024:0514JUD002094921,14
ECLI:CE:ECHR:2012:0417JUD002007107,14
ECLI:CE:ECHR:2024:0425JUD005247922,14
ECLI:CE:ECHR:2009:1008JUD000492204,14
ECLI:CE:ECHR:2024:0425JUD005279821,14
ECLI:CE:ECHR:2009:1013JUD001963705,14
ECLI:CE:ECHR:2013:1126JUD007527110,14
ECLI:CE:ECHR:2009:1013JUD002787203,14
ECLI:CE:ECHR:2008:0424JUD001798802,14
ECLI:CE:ECHR:2016:0705JUD004618208,14
ECLI:CE:ECHR:2008:0410JUD002107105,14
ECLI:CE:ECHR:2016:0705JUD005013012,14
ECLI:CE:ECHR:2012:0322JUD004507109,14
ECLI:CE:ECHR:2013:1217JUD003572912,14
ECLI:CE:ECHR:2013:1219JUD004587206,14
ECLI:CE:ECHR:2016:0712JUD003677505,14
ECLI:CE:ECHR:2009:1110JUD001030903,14
ECLI:CE:ECHR:2024:0425JUD003185621,14
ECLI:CE:ECHR:2009:1110JUD000118805,14
ECLI:CE:ECHR:2014:0123JUD001933604,14
ECLI:CE:ECHR:2009:1124JUD002396805,14
ECLI:CE:ECHR:2012:0214JUD003657106,14
ECLI:CE:ECHR:2014:0204JUD003364704,14
ECLI:CE:ECHR:2006:1003JUD000054303,14
ECLI:CE:ECHR:2023:0905JUD004020920,14
ECLI:CE:ECHR:2014:0225JUD004144409,14
ECLI:CE:ECHR:2009:1215JUD000648405,14
ECLI:CE:ECHR:2016:0927JUD002075004,14
ECLI:CE:ECHR:2003:0617JUD005499600,14
ECLI:CE:ECHR:2020:0528JUD001789514,14
ECLI:CE:ECHR:2003:0206JUD003702197,14
ECLI:CE:ECHR:2003:0204JUD005275099,14
ECLI:CE:ECHR:2003:0130JUD004087798,14
ECLI:CE:ECHR:2022:0405JUD005579816,14
ECLI:CE:ECHR:2020:0303JUD003337307,14
ECLI:CE:ECHR:1984:0522JUD000936281,14
ECLI:CE:ECHR:2024:0919JUD006077819,14
ECLI:CE:ECHR:2022:0315JUD000805120,14
ECLI:CE:ECHR:2020:0204JUD003961909,14
ECLI:CE:ECHR:2002:1210JUD004977199,14
ECLI:CE:ECHR:2020:0528JUD002962007,14
ECLI:CE:ECHR:2002:1203JUD003021896,14
ECLI:CE:ECHR:2005:1108JUD000684702,14
ECLI:CE:ECHR:2020:0609JUD001078007,14
ECLI:CE:ECHR:2020:0618JUD004277912,14
ECLI:CE:ECHR:2022:0317JUD002482714,14
ECLI:CE:ECHR:2020:0204JUD004782109,14
ECLI:CE:ECHR:2003:0408JUD005798300,14
ECLI:CE:ECHR:2002:0924JUD002782495,14
ECLI:CE:ECHR:2023:0216JUD003238013,14
ECLI:CE:ECHR:2023:0221JUD005204816,14
ECLI:CE:ECHR:2003:0717JUD003219096,14
ECLI:CE:ECHR:2019:1112JUD004508414,14
ECLI:CE:ECHR:2003:0617JUD006023100,14
ECLI:CE:ECHR:2003:0617JUD005337699,14
ECLI:CE:ECHR:1996:0425JUD001557389,14
ECLI:CE:ECHR:1986:0221JUD000879379,14
ECLI:CE:ECHR:2022:0519JUD005403218,14
ECLI:CE:ECHR:1996:1023JUD002192093,14
ECLI:CE:ECHR:2017:0627JUD007032912,14
ECLI:CE:ECHR:2019:1126JUD005850211,14
ECLI:CE:ECHR:2003:0527JUD006556701,14
ECLI:CE:ECHR:2003:0506JUD005337299,14
ECLI:CE:ECHR:2017:0622JUD001248709,14
ECLI:CE:ECHR:2020:0116JUD003464517,14
ECLI:CE:ECHR:2022:1110JUD001710518,14
ECLI:CE:ECHR:2002:1022JUD004853599,14
ECLI:CE:ECHR:2020:0721JUD005840016,14
ECLI:CE:ECHR:2022:0614JUD007048917,14
ECLI:CE:ECHR:2021:0401JUD005713719,14
ECLI:CE:ECHR:2022:0113JUD005214916,14
ECLI:CE:ECHR:1982:1210JUD000760476,14
ECLI:CE:ECHR:2022:0113JUD004132016,14
ECLI:CE:ECHR:2005:1213JUD001525002,14
ECLI:CE:ECHR:1998:0325JUD002310393,14
ECLI:CE:ECHR:2021:0316JUD008427117,14
ECLI:CE:ECHR:2024:1024JUD005627021,14
ECLI:CE:ECHR:1981:0623JUD000687875,14
ECLI:CE:ECHR:2021:0114JUD002105218,14
ECLI:CE:ECHR:2023:0112JUD001998919,14
ECLI:CE:ECHR:2021:0518JUD003804218,14
ECLI:CE:ECHR:2021:0520JUD004119211,14
ECLI:CE:ECHR:2021:0520JUD002519220,14
ECLI:CE:ECHR:2001:0510JUD002578194,14
ECLI:CE:ECHR:2001:0504JUD002888395,14
ECLI:CE:ECHR:2021:0610JUD000146015,14
ECLI:CE:ECHR:2023:0117JUD008452317,14
ECLI:CE:ECHR:2024:1024JUD001299423,14
ECLI:CE:ECHR:1984:0522JUD000962681,14
ECLI:CE:ECHR:2020:1105JUD004093015,14
ECLI:CE:ECHR:2022:1108JUD000756719,14
ECLI:CE:ECHR:2023:0131JUD003347018,14
ECLI:CE:ECHR:1983:1024JUD000594772,14
ECLI:CE:ECHR:2020:0910JUD003690813,14
ECLI:CE:ECHR:2017:0406JUD000222915,14
ECLI:CE:ECHR:2002:0411JUD004604499,14
ECLI:CE:ECHR:2017:0404JUD001997814,14
ECLI:CE:ECHR:2020:1117JUD000088919,14
ECLI:CE:ECHR:2024:1024JUD000611623,14
ECLI:CE:ECHR:2020:1119JUD006554613,14
ECLI:CE:ECHR:2005:1124JUD007482601,14
ECLI:CE:ECHR:2017:0404JUD001722906,14
ECLI:CE:ECHR:2002:0314JUD004647799,14
ECLI:CE:ECHR:2020:1126JUD004644016,14
ECLI:CE:ECHR:2002:0226JUD004654499,14
ECLI:CE:ECHR:2002:0207JUD005317699,14
ECLI:CE:ECHR:2022:1110JUD006092812,14
ECLI:CE:ECHR:2003:0925JUD005279299,14
ECLI:CE:ECHR:1979:1024JUD000630173,14
ECLI:CE:ECHR:2018:0614JUD003306415,14
ECLI:CE:ECHR:2005:0524JUD002566094,14
ECLI:CE:ECHR:2004:1109JUD005440000,14
ECLI:CE:ECHR:2022:0915JUD002582317,14
ECLI:CE:ECHR:2004:1102JUD005843800,14
ECLI:CE:ECHR:2018:0614JUD000519216,14
ECLI:CE:ECHR:2018:0614JUD003670115,14
ECLI:CE:ECHR:2004:1028JUD005775800,14
ECLI:CE:ECHR:2018:0703JUD007408710,14
ECLI:CE:ECHR:2018:0607JUD001631413,14
ECLI:CE:ECHR:1989:0707JUD001403888,14
ECLI:CE:ECHR:2017:1214JUD002826207,14
ECLI:CE:ECHR:2004:0923JUD005417800,14
ECLI:CE:ECHR:2004:0923JUD004787799,14
ECLI:CE:ECHR:2018:0726JUD001555715,14
ECLI:CE:ECHR:2022:1018JUD000631921,14
ECLI:CE:ECHR:2017:1212JUD002995714,14
ECLI:CE:ECHR:2022:1013JUD005417220,14
ECLI:CE:ECHR:2004:1116JUD005676700,14
ECLI:CE:ECHR:2023:0404JUD002994318,14
ECLI:CE:ECHR:2022:1011JUD007278311,14
ECLI:CE:ECHR:2005:0315JUD004732899,14
ECLI:CE:ECHR:2022:1013JUD000387218,14
ECLI:CE:ECHR:2018:0213JUD000165313,14
ECLI:CE:ECHR:2018:0208JUD003356611,14
ECLI:CE:ECHR:2023:0330JUD002440816,14
ECLI:CE:ECHR:2005:0329JUD004028798,14
ECLI:CE:ECHR:2018:0322JUD006812514,14
ECLI:CE:ECHR:2018:0327JUD001443106,14
ECLI:CE:ECHR:2004:1116JUD007277301,14
ECLI:CE:ECHR:1991:1030JUD001200586,14
ECLI:CE:ECHR:2018:0403JUD002131812,14
ECLI:CE:ECHR:2022:0929JUD003826420,14
ECLI:CE:ECHR:2005:0517JUD005023299,14
ECLI:CE:ECHR:2022:1013JUD000211320,14
ECLI:CE:ECHR:2004:1207JUD004830999,14
ECLI:CE:ECHR:2023:0309JUD002014809,14
ECLI:CE:ECHR:2018:0726JUD001578310,14
ECLI:CE:ECHR:2022:0830JUD002164811,14
ECLI:CE:ECHR:2024:0827JUD001502816,14
ECLI:CE:ECHR:2019:0312JUD005249708,14
ECLI:CE:ECHR:2018:1218JUD001501411,14
ECLI:CE:ECHR:2004:0330JUD005398400,14
ECLI:CE:ECHR:2017:1019JUD003503013,14
ECLI:CE:ECHR:2019:0129JUD006225715,14
ECLI:CE:ECHR:2024:0718JUD002652119,14
ECLI:CE:ECHR:1994:1209JUD001309287,14
ECLI:CE:ECHR:2004:0127JUD007379701,14
ECLI:CE:ECHR:2019:0411JUD007057114,14
ECLI:CE:ECHR:2004:0427JUD003409196,14
ECLI:CE:ECHR:2003:1211JUD003908497,14
ECLI:CE:ECHR:2019:0430JUD007075014,14
ECLI:CE:ECHR:2019:0528JUD002656416,14
ECLI:CE:ECHR:2019:0627JUD001054916,14
ECLI:CE:ECHR:2023:0404JUD000724620,14
ECLI:CE:ECHR:2024:0827JUD002879110,14
ECLI:CE:ECHR:1987:0423JUD000961681,14
ECLI:CE:ECHR:2024:0604JUD006219919,14
ECLI:CE:ECHR:2022:0719JUD006075712,14
ECLI:CE:ECHR:2018:0828JUD000020307,14
ECLI:CE:ECHR:2018:1023JUD004707215,14
ECLI:CE:ECHR:2004:0729JUD004229798,14
ECLI:CE:ECHR:2022:0728JUD001487819,14
ECLI:CE:ECHR:2017:1207JUD003499916,14
ECLI:CE:ECHR:2018:0920JUD000126216,14
ECLI:CE:ECHR:2018:1004JUD001549312,14
ECLI:CE:ECHR:2018:1004JUD005099216,14
ECLI:CE:ECHR:2004:0713JUD004881499,14
ECLI:CE:ECHR:2005:0630JUD004015998,14
ECLI:CE:ECHR:2022:1027JUD002742519,14
ECLI:CE:ECHR:2017:1130JUD003306407,14
ECLI:CE:ECHR:2017:1130JUD002262507,14
ECLI:CE:ECHR:2024:1212JUD000695920,14
ECLI:CE:ECHR:2004:0622JUD003144396,14
ECLI:CE:ECHR:2004:0615JUD000181402,14
ECLI:CE:ECHR:2022:0721JUD002484720,14
ECLI:CE:ECHR:2024:0711JUD000036818,14
ECLI:CE:ECHR:2024:1114JUD005063421,14
ECLI:CE:ECHR:2024:1219JUD002774622,14
ECLI:CE:ECHR:1999:0708JUD002473594,14
ECLI:CE:ECHR:2021:1116JUD005764212,14
ECLI:CE:ECHR:2024:1126JUD000603517,14
ECLI:CE:ECHR:2006:0228JUD005127799,14
ECLI:CE:ECHR:2001:0322JUD003404496,14
ECLI:CE:ECHR:2000:0713JUD003922198,14
ECLI:CE:ECHR:2021:0708JUD005124617,14
ECLI:CE:ECHR:1999:1125JUD002311893,14
ECLI:CE:ECHR:2022:1220JUD006353919,14
ECLI:CE:ECHR:2022:1129JUD008045017,14
ECLI:CE:ECHR:2017:0112JUD002450007,14
ECLI:CE:ECHR:2016:1124JUD000340006,14
ECLI:CE:ECHR:2017:0119JUD000872507,14
ECLI:CE:ECHR:2016:1206JUD005017109,14
ECLI:CE:ECHR:2021:1014JUD002042215,14
ECLI:CE:ECHR:1976:0608JUD000510071,14
ECLI:CE:ECHR:2006:0302JUD005148099,14
ECLI:CE:ECHR:2001:0118JUD002515494,14
ECLI:CE:ECHR:1999:0927JUD003141796,14
ECLI:CE:ECHR:2024:1128JUD000017322,14
ECLI:CE:ECHR:2001:0111JUD002495294,14
ECLI:CE:ECHR:1999:0121JUD002918395,14
ECLI:CE:ECHR:2021:1202JUD004400120,14
ECLI:CE:ECHR:2021:1202JUD005877116,14
ECLI:CE:ECHR:2024:1112JUD004680816,14
ECLI:CE:ECHR:2010:1214JUD003484807,13
ECLI:CE:ECHR:2024:0220JUD004386818,13
ECLI:CE:ECHR:2017:1012JUD005747609,13
ECLI:CE:ECHR:2006:0207JUD004177398,13
ECLI:CE:ECHR:2007:1220JUD002163803,13
ECLI:CE:ECHR:2017:1012JUD007222111,13
ECLI:CE:ECHR:2019:0228JUD000475516,13
ECLI:CE:ECHR:1979:0426JUD000653874,13
ECLI:CE:ECHR:2019:0326JUD004792012,13
ECLI:CE:ECHR:2019:0409JUD007293110,13
ECLI:CE:ECHR:2003:1218JUD004209898,13
ECLI:CE:ECHR:2021:0930JUD001105006,13
ECLI:CE:ECHR:2017:1012JUD000032507,13
ECLI:CE:ECHR:2017:1012JUD003486706,13
ECLI:CE:ECHR:2012:0515JUD001656710,13
ECLI:CE:ECHR:2017:1012JUD000234906,13
ECLI:CE:ECHR:2024:0718JUD002702318,13
ECLI:CE:ECHR:2008:0122JUD006572301,13
ECLI:CE:ECHR:2015:1126JUD003528911,13
ECLI:CE:ECHR:2006:1005JUD001413903,13
ECLI:CE:ECHR:2019:0509JUD000548916,13
ECLI:CE:ECHR:2014:0220JUD000911704,13
ECLI:CE:ECHR:2023:0413JUD006601517,13
ECLI:CE:ECHR:2024:0514JUD003186021,13
ECLI:CE:ECHR:2023:0302JUD004011216,13
ECLI:CE:ECHR:2010:1216JUD001257306,13
ECLI:CE:ECHR:2024:0711JUD000321520,13
ECLI:CE:ECHR:2010:0105JUD002293302,13
ECLI:CE:ECHR:2014:0429JUD006009212,13
ECLI:CE:ECHR:1988:0427JUD000965982,13
ECLI:CE:ECHR:2010:0105JUD002402303,13
ECLI:CE:ECHR:2018:1211JUD005979317,13
ECLI:CE:ECHR:2012:0426JUD001227510,13
ECLI:CE:ECHR:2015:1105JUD005473412,13
ECLI:CE:ECHR:2011:0913JUD003573007,13
ECLI:CE:ECHR:2007:1122JUD002260302,13
ECLI:CE:ECHR:2004:0518JUD005814800,13
ECLI:CE:ECHR:2015:1105JUD003681406,13
ECLI:CE:ECHR:2014:0605JUD003102108,13
ECLI:CE:ECHR:2004:0527JUD005782900,13
ECLI:CE:ECHR:1988:0324JUD001046583,13
ECLI:CE:ECHR:2018:1218JUD003542507,13
ECLI:CE:ECHR:2022:0623JUD002800019,13
ECLI:CE:ECHR:2011:0927JUD003156407,13
ECLI:CE:ECHR:2019:0124JUD005441413,13
ECLI:CE:ECHR:2017:1012JUD003778316,13
ECLI:CE:ECHR:2004:0210JUD005510300,13
ECLI:CE:ECHR:2015:1201JUD005767509,13
ECLI:CE:ECHR:2017:1012JUD004001616,13
ECLI:CE:ECHR:2023:0302JUD001979616,13
ECLI:CE:ECHR:2024:0425JUD005578820,13
ECLI:CE:ECHR:2012:0223JUD002922603,13
ECLI:CE:ECHR:2000:0518JUD004148898,13
ECLI:CE:ECHR:2022:0707JUD006472519,13
ECLI:CE:ECHR:1994:0921JUD001710190,13
ECLI:CE:ECHR:2006:1017JUD005206799,13
ECLI:CE:ECHR:2024:0716JUD004137321,13
ECLI:CE:ECHR:2016:1115JUD002203510,13
ECLI:CE:ECHR:2012:0503JUD004521307,13
ECLI:CE:ECHR:2019:0516JUD002548015,13
ECLI:CE:ECHR:2011:0308JUD001273905,13
ECLI:CE:ECHR:1987:0302JUD000956281,13
ECLI:CE:ECHR:2003:0717JUD002533794,13
ECLI:CE:ECHR:2023:1123JUD000071118,13
ECLI:CE:ECHR:2013:1112JUD002533007,13
ECLI:CE:ECHR:1996:0222JUD001735890,13
ECLI:CE:ECHR:2024:0905JUD004501620,13
ECLI:CE:ECHR:2019:1003JUD001136217,13
ECLI:CE:ECHR:2008:0522JUD001755003,13
ECLI:CE:ECHR:2023:0223JUD002232316,13
ECLI:CE:ECHR:2003:0624JUD004427798,13
ECLI:CE:ECHR:2019:0924JUD001264213,13
ECLI:CE:ECHR:1999:0325JUD002544494,13
ECLI:CE:ECHR:2005:1006JUD004026298,13
ECLI:CE:ECHR:2024:0613JUD003526722,13
ECLI:CE:ECHR:2016:0121JUD006170111,13
ECLI:CE:ECHR:2024:0613JUD004190322,13
ECLI:CE:ECHR:2022:0609JUD006105919,13
ECLI:CE:ECHR:2023:1024JUD004115120,13
ECLI:CE:ECHR:2005:0913JUD007771001,13
ECLI:CE:ECHR:2008:0703JUD000718803,13
ECLI:CE:ECHR:2001:0118JUD002487694,13
ECLI:CE:ECHR:2016:0303JUD005783113,13
ECLI:CE:ECHR:2001:0118JUD002488294,13
ECLI:CE:ECHR:2019:1210JUD002424509,13
ECLI:CE:ECHR:2006:0727JUD006948101,13
ECLI:CE:ECHR:2000:1221JUD003087396,13
ECLI:CE:ECHR:2013:1003JUD000055210,13
ECLI:CE:ECHR:2011:1018JUD004828407,13
ECLI:CE:ECHR:2016:1215JUD001527511,13
ECLI:CE:ECHR:2016:0216JUD005020013,13
ECLI:CE:ECHR:2008:0624JUD002894095,13
ECLI:CE:ECHR:2017:0706JUD001795709,13
ECLI:CE:ECHR:2009:0825JUD002345802,13
ECLI:CE:ECHR:2016:0218JUD004409904,13
ECLI:CE:ECHR:2023:0706JUD003379816,13
ECLI:CE:ECHR:2024:0613JUD004635022,13
ECLI:CE:ECHR:2023:0706JUD001524116,13
ECLI:CE:ECHR:2019:0606JUD001709015,13
ECLI:CE:ECHR:2008:0318JUD000004002,13
ECLI:CE:ECHR:2005:0922JUD002495102,13
ECLI:CE:ECHR:2019:0606JUD000692016,13
ECLI:CE:ECHR:2010:1207JUD001842906,13
ECLI:CE:ECHR:2017:0914JUD005666509,13
ECLI:CE:ECHR:2008:0214JUD003620703,13
ECLI:CE:ECHR:1995:0608JUD001602690,13
ECLI:CE:ECHR:2013:1210JUD004273106,13
ECLI:CE:ECHR:2015:1215JUD001673205,13
ECLI:CE:ECHR:2007:1108JUD003141904,13
ECLI:CE:ECHR:2003:1127JUD006543601,13
ECLI:CE:ECHR:2008:0131JUD003840697,13
ECLI:CE:ECHR:2019:0516JUD005301315,13
ECLI:CE:ECHR:2024:0425JUD001485821,13
ECLI:CE:ECHR:2014:0114JUD006192009,13
ECLI:CE:ECHR:2014:0114JUD006993910,13
ECLI:CE:ECHR:2008:0318JUD001560102,13
ECLI:CE:ECHR:2014:0109JUD004907211,13
ECLI:CE:ECHR:2019:0704JUD004716609,13
ECLI:CE:ECHR:2019:0709JUD000359810,13
ECLI:CE:ECHR:2013:1217JUD002408603,13
ECLI:CE:ECHR:2010:0520JUD003068505,13
ECLI:CE:ECHR:2019:0723JUD000886013,13
ECLI:CE:ECHR:2022:1110JUD000744007,13
ECLI:CE:ECHR:2021:1207JUD000700017,13
ECLI:CE:ECHR:2024:0827JUD003288719,13
ECLI:CE:ECHR:2017:0629JUD002008613,13
ECLI:CE:ECHR:2003:1002JUD004144498,13
ECLI:CE:ECHR:2019:0827JUD000431010,13
ECLI:CE:ECHR:2009:0917JUD001556906,13
ECLI:CE:ECHR:2017:0713JUD003834205,13
ECLI:CE:ECHR:2007:1108JUD001128703,13
ECLI:CE:ECHR:2007:1023JUD001492503,13
ECLI:CE:ECHR:2005:0707JUD004130702,13
ECLI:CE:ECHR:2004:1221JUD003429702,13
ECLI:CE:ECHR:2015:0115JUD001295111,13
ECLI:CE:ECHR:2015:0115JUD006336209,13
ECLI:CE:ECHR:2004:1214JUD006967801,13
ECLI:CE:ECHR:2015:0115JUD003691811,13
ECLI:CE:ECHR:2015:0115JUD000409713,13
ECLI:CE:ECHR:2012:0322JUD002333809,13
ECLI:CE:ECHR:2005:0428JUD002688602,13
ECLI:CE:ECHR:2004:1123JUD005485700,13
ECLI:CE:ECHR:2024:0627JUD001901618,13
ECLI:CE:ECHR:2004:1222JUD004887099,13
ECLI:CE:ECHR:2010:1221JUD002818904,13
ECLI:CE:ECHR:2005:0428JUD005780800,13
ECLI:CE:ECHR:2024:1217JUD003267818,13
ECLI:CE:ECHR:2007:0405JUD007423701,13
ECLI:CE:ECHR:2024:0328JUD000890822,13
ECLI:CE:ECHR:2018:0517JUD000116715,13
ECLI:CE:ECHR:2015:0903JUD003445910,13
ECLI:CE:ECHR:2010:0218JUD003966002,13
ECLI:CE:ECHR:2005:0524JUD004258598,13
ECLI:CE:ECHR:2022:1220JUD003724121,13
ECLI:CE:ECHR:2014:1127JUD002069606,13
ECLI:CE:ECHR:2007:0607JUD007125101,13
ECLI:CE:ECHR:2010:0408JUD004052308,13
ECLI:CE:ECHR:2011:0707JUD002099905,13
ECLI:CE:ECHR:2014:1202JUD003170610,13
ECLI:CE:ECHR:2015:0113JUD007904012,13
ECLI:CE:ECHR:2011:0621JUD003019409,13
ECLI:CE:ECHR:2014:1216JUD005054108,13
ECLI:CE:ECHR:2018:0522JUD003805913,13
ECLI:CE:ECHR:2006:0228JUD006670101,13
ECLI:CE:ECHR:2009:1027JUD002173703,13
ECLI:CE:ECHR:2010:0408JUD003858504,13
ECLI:CE:ECHR:2015:0224JUD003058713,13
ECLI:CE:ECHR:2010:0406JUD004513006,13
ECLI:CE:ECHR:2012:0320JUD002424007,13
ECLI:CE:ECHR:2018:0222JUD001788316,13
ECLI:CE:ECHR:2007:0201JUD007804101,13
ECLI:CE:ECHR:2018:0222JUD000058813,13
ECLI:CE:ECHR:2007:0130JUD001022603,13
ECLI:CE:ECHR:2018:0208JUD005611009,13
ECLI:CE:ECHR:2018:0222JUD006519716,13
ECLI:CE:ECHR:2010:0401JUD002780105,13
ECLI:CE:ECHR:2015:0604JUD005916612,13
ECLI:CE:ECHR:2006:0307JUD007710901,13
ECLI:CE:ECHR:2005:0324JUD005825400,13
ECLI:CE:ECHR:2010:0401JUD002780405,13
ECLI:CE:ECHR:2022:1013JUD003909517,13
ECLI:CE:ECHR:2007:0111JUD000018402,13
ECLI:CE:ECHR:2023:0516JUD000279916,13
ECLI:CE:ECHR:2005:0317JUD005019699,13
ECLI:CE:ECHR:2007:0206JUD002980802,13
ECLI:CE:ECHR:2022:1215JUD005415111,13
ECLI:CE:ECHR:2007:0208JUD007561701,13
ECLI:CE:ECHR:2022:1013JUD005450018,13
ECLI:CE:ECHR:2015:0331JUD000993506,13
ECLI:CE:ECHR:2005:0405JUD005482500,13
ECLI:CE:ECHR:2015:0604JUD005163712,13
ECLI:CE:ECHR:2015:0402JUD000067911,13
ECLI:CE:ECHR:2015:0402JUD002714812,13
ECLI:CE:ECHR:2022:1013JUD006146314,13
ECLI:CE:ECHR:1991:1126JUD001358588,13
ECLI:CE:ECHR:2015:0623JUD001502809,13
ECLI:CE:ECHR:2015:0219JUD005364909,13
ECLI:CE:ECHR:2015:0219JUD005349509,13
ECLI:CE:ECHR:1991:1129JUD001274287,13
ECLI:CE:ECHR:2007:0301JUD007296701,13
ECLI:CE:ECHR:2007:0306JUD006313100,13
ECLI:CE:ECHR:2004:1109JUD004476098,13
ECLI:CE:ECHR:2007:0612JUD005093999,13
ECLI:CE:ECHR:2014:0612JUD003320308,13
ECLI:CE:ECHR:2024:0319JUD004723819,13
ECLI:CE:ECHR:2009:1103JUD003081406,13
ECLI:CE:ECHR:2018:0920JUD004174415,13
ECLI:CE:ECHR:2004:0727JUD003459297,13
ECLI:CE:ECHR:2004:0727JUD005767100,13
ECLI:CE:ECHR:2017:1207JUD003802408,13
ECLI:CE:ECHR:2006:0328JUD002343603,13
ECLI:CE:ECHR:2005:0609JUD004264402,13
ECLI:CE:ECHR:2018:1004JUD002144013,13
ECLI:CE:ECHR:2007:0830JUD004430202,13
ECLI:CE:ECHR:2014:0722JUD000930211,13
ECLI:CE:ECHR:2022:0830JUD000864712,13
ECLI:CE:ECHR:2000:0615JUD002572394,13
ECLI:CE:ECHR:2006:0223JUD002563202,13
ECLI:CE:ECHR:2012:0410JUD002049602,13
ECLI:CE:ECHR:2004:0720JUD004794099,13
ECLI:CE:ECHR:2007:1004JUD006361000,13
ECLI:CE:ECHR:2000:0111JUD002981396,13
ECLI:CE:ECHR:2005:0630JUD001193103,13
ECLI:CE:ECHR:2014:0612JUD003026509,13
