source_ecli,count
ECLI:CE:ECHR:2024:0725JUD003421019,6
ECLI:CE:ECHR:2003:1030JUD003865497,6
ECLI:CE:ECHR:2003:1028JUD006113300,6
ECLI:CE:ECHR:2003:1028JUD003822397,6
ECLI:CE:ECHR:2019:0702JUD006529014,6
ECLI:CE:ECHR:2003:1023JUD004274198,6
ECLI:CE:ECHR:2003:1023JUD005391100,6
ECLI:CE:ECHR:2011:0210JUD001838205,6
ECLI:CE:ECHR:2019:0709JUD004293211,6
ECLI:CE:ECHR:2019:0709JUD000259217,6
ECLI:CE:ECHR:2024:0725JUD000232720,6
ECLI:CE:ECHR:2023:0207JUD006186015,6
ECLI:CE:ECHR:2011:0614JUD003805809,6
ECLI:CE:ECHR:2019:0528JUD000175011,6
ECLI:CE:ECHR:2003:1127JUD004894399,6
ECLI:CE:ECHR:2019:0328JUD000322510,6
ECLI:CE:ECHR:2019:0129JUD006629912,6
ECLI:CE:ECHR:2019:0129JUD002131415,6
ECLI:CE:ECHR:2019:0205JUD000463508,6
ECLI:CE:ECHR:2019:0205JUD006070813,6
ECLI:CE:ECHR:2010:0527JUD001815605,6
ECLI:CE:ECHR:2004:0205JUD006045700,6
ECLI:CE:ECHR:2019:0221JUD002481617,6
ECLI:CE:ECHR:2009:0331JUD002146803,6
ECLI:CE:ECHR:2023:0720JUD002094219,6
ECLI:CE:ECHR:2019:0314JUD004342207,6
ECLI:CE:ECHR:2004:0108JUD003257896,6
ECLI:CE:ECHR:2019:0402JUD006267616,6
ECLI:CE:ECHR:2012:1023JUD003529705,6
ECLI:CE:ECHR:2012:1023JUD002237304,6
ECLI:CE:ECHR:2009:0402JUD002444407,6
ECLI:CE:ECHR:2019:0521JUD003632116,6
ECLI:CE:ECHR:2017:0615JUD002819915,6
ECLI:CE:ECHR:2017:0608JUD001406205,6
ECLI:CE:ECHR:2024:0118JUD005499622,6
ECLI:CE:ECHR:2006:1024JUD001191403,6
ECLI:CE:ECHR:2006:1205JUD006013200,6
ECLI:CE:ECHR:2008:0124JUD000754903,6
ECLI:CE:ECHR:2015:0721JUD005838513,6
ECLI:CE:ECHR:2023:0615JUD003118518,6
ECLI:CE:ECHR:2006:1128JUD007777301,6
ECLI:CE:ECHR:2006:1116JUD005847200,6
ECLI:CE:ECHR:2015:1015JUD001666407,6
ECLI:CE:ECHR:2024:0411JUD001926123,6
ECLI:CE:ECHR:2015:1015JUD000847414,6
ECLI:CE:ECHR:2006:1107JUD001061503,6
ECLI:CE:ECHR:2015:1013JUD001722411,6
ECLI:CE:ECHR:2008:0131JUD003885102,6
ECLI:CE:ECHR:2015:1022JUD001559014,6
ECLI:CE:ECHR:2011:0503JUD003002402,6
ECLI:CE:ECHR:2014:0211JUD001646308,6
ECLI:CE:ECHR:2015:1027JUD007676012,6
ECLI:CE:ECHR:2006:1031JUD004146302,6
ECLI:CE:ECHR:2023:0608JUD001419821,6
ECLI:CE:ECHR:2006:1205JUD000628902,6
ECLI:CE:ECHR:2006:1207JUD006085900,6
ECLI:CE:ECHR:2023:1005JUD003796718,6
ECLI:CE:ECHR:2006:1221JUD005274699,6
ECLI:CE:ECHR:2006:1221JUD003596297,6
ECLI:CE:ECHR:2006:1221JUD002372002,6
ECLI:CE:ECHR:2015:0618JUD003931705,6
ECLI:CE:ECHR:2006:1219JUD006220200,6
ECLI:CE:ECHR:2006:1219JUD000441502,6
ECLI:CE:ECHR:2006:1219JUD001438504,6
ECLI:CE:ECHR:2015:0630JUD005411910,6
ECLI:CE:ECHR:2006:1207JUD003584102,6
ECLI:CE:ECHR:2010:0318JUD000668903,6
ECLI:CE:ECHR:2014:0306JUD003153509,6
ECLI:CE:ECHR:2014:0227JUD000569911,6
ECLI:CE:ECHR:2008:0115JUD000347904,6
ECLI:CE:ECHR:2008:0115JUD001634805,6
ECLI:CE:ECHR:2006:1207JUD002950804,6
ECLI:CE:ECHR:2008:0117JUD006159600,6
ECLI:CE:ECHR:2006:1024JUD003582903,6
ECLI:CE:ECHR:2024:0418JUD005101013,6
ECLI:CE:ECHR:2008:0108JUD005416900,6
ECLI:CE:ECHR:2006:1019JUD003811302,6
ECLI:CE:ECHR:2014:0114JUD002463010,6
ECLI:CE:ECHR:2016:0119JUD003613713,6
ECLI:CE:ECHR:2016:0126JUD006368913,6
ECLI:CE:ECHR:2024:0130JUD001884320,6
ECLI:CE:ECHR:2008:0327JUD003449906,6
ECLI:CE:ECHR:2016:0202JUD002349705,6
ECLI:CE:ECHR:2006:0727JUD006974201,6
ECLI:CE:ECHR:2008:0401JUD001414504,6
ECLI:CE:ECHR:2006:0727JUD007577801,6
ECLI:CE:ECHR:2016:0303JUD002623011,6
ECLI:CE:ECHR:2023:0601JUD002350315,6
ECLI:CE:ECHR:2016:0301JUD003690313,6
ECLI:CE:ECHR:2008:0401JUD007496101,6
ECLI:CE:ECHR:2006:0718JUD007561501,6
ECLI:CE:ECHR:2008:0403JUD000323603,6
ECLI:CE:ECHR:2006:0718JUD002714503,6
ECLI:CE:ECHR:2008:0403JUD001027705,6
ECLI:CE:ECHR:2016:0112JUD002056410,6
ECLI:CE:ECHR:2016:0112JUD004213908,6
ECLI:CE:ECHR:2016:0112JUD001344208,6
ECLI:CE:ECHR:2023:0706JUD006398610,6
ECLI:CE:ECHR:2006:1019JUD005615400,6
ECLI:CE:ECHR:2006:1019JUD006555001,6
ECLI:CE:ECHR:2006:1019JUD001945702,6
ECLI:CE:ECHR:2006:1019JUD004420802,6
ECLI:CE:ECHR:2014:0128JUD001515212,6
ECLI:CE:ECHR:2006:1010JUD002530102,6
ECLI:CE:ECHR:2015:1208JUD000005106,6
ECLI:CE:ECHR:2015:1208JUD006011912,6
ECLI:CE:ECHR:2016:0114JUD003877105,6
ECLI:CE:ECHR:2008:0228JUD006802001,6
ECLI:CE:ECHR:2015:1215JUD002902411,6
ECLI:CE:ECHR:2006:0928JUD000594104,6
ECLI:CE:ECHR:2024:0220JUD005316221,6
ECLI:CE:ECHR:2024:0220JUD000640621,6
ECLI:CE:ECHR:2011:0426JUD003135106,6
ECLI:CE:ECHR:2008:0304JUD003306503,6
ECLI:CE:ECHR:2006:1221JUD001440505,6
ECLI:CE:ECHR:2006:1221JUD001886003,6
ECLI:CE:ECHR:2006:0713JUD003795197,6
ECLI:CE:ECHR:2014:0527JUD003232710,6
ECLI:CE:ECHR:2007:1108JUD000157302,6
ECLI:CE:ECHR:2014:1016JUD004012704,6
ECLI:CE:ECHR:2014:1016JUD000830711,6
ECLI:CE:ECHR:2007:1108JUD001154804,6
ECLI:CE:ECHR:2014:1021JUD007275411,6
ECLI:CE:ECHR:2014:1021JUD007357110,6
ECLI:CE:ECHR:2007:1108JUD006125700,6
ECLI:CE:ECHR:2007:1113JUD003561506,6
ECLI:CE:ECHR:2014:1030JUD001896707,6
ECLI:CE:ECHR:2024:0328JUD004308716,6
ECLI:CE:ECHR:2014:1104JUD003016210,6
ECLI:CE:ECHR:2023:0620JUD005255118,6
ECLI:CE:ECHR:2007:1120JUD000127105,6
ECLI:CE:ECHR:2007:1120JUD007709201,6
ECLI:CE:ECHR:2007:0607JUD001518703,6
ECLI:CE:ECHR:2007:0607JUD003226802,6
ECLI:CE:ECHR:2014:0528JUD000217304,6
ECLI:CE:ECHR:2007:1108JUD005095499,6
ECLI:CE:ECHR:2011:0524JUD002491605,6
ECLI:CE:ECHR:2007:0717JUD002250802,6
ECLI:CE:ECHR:2014:0715JUD004730607,6
ECLI:CE:ECHR:2014:0710JUD000858908,6
ECLI:CE:ECHR:2007:0927JUD001864204,6
ECLI:CE:ECHR:2014:0717JUD004235113,6
ECLI:CE:ECHR:2024:0319JUD001528419,6
ECLI:CE:ECHR:2014:0722JUD002268109,6
ECLI:CE:ECHR:2014:0724JUD003250411,6
ECLI:CE:ECHR:2007:1016JUD003327603,6
ECLI:CE:ECHR:2014:0731JUD003213207,6
ECLI:CE:ECHR:2007:0717JUD004866699,6
ECLI:CE:ECHR:2007:1016JUD001889304,6
ECLI:CE:ECHR:2007:0726JUD003508204,6
ECLI:CE:ECHR:2014:0731JUD000157413,6
ECLI:CE:ECHR:2014:0904JUD006891910,6
ECLI:CE:ECHR:2014:0916JUD005013108,6
ECLI:CE:ECHR:2007:0719JUD006444701,6
ECLI:CE:ECHR:2014:0925JUD002987809,6
ECLI:CE:ECHR:2007:1127JUD004286405,6
ECLI:CE:ECHR:2007:0605JUD002815202,6
ECLI:CE:ECHR:2008:0108JUD003009703,6
ECLI:CE:ECHR:2007:0531JUD000751004,6
ECLI:CE:ECHR:2007:0405JUD000869102,6
ECLI:CE:ECHR:2007:0405JUD007190701,6
ECLI:CE:ECHR:2015:0219JUD002585607,6
ECLI:CE:ECHR:2015:0205JUD006677511,6
ECLI:CE:ECHR:2015:0312JUD003130509,6
ECLI:CE:ECHR:2015:0312JUD004539211,6
ECLI:CE:ECHR:2015:0312JUD002264314,6
ECLI:CE:ECHR:2014:0415JUD005007307,6
ECLI:CE:ECHR:2015:0324JUD003851006,6
ECLI:CE:ECHR:2007:0215JUD002978202,6
ECLI:CE:ECHR:2007:1218JUD000033704,6
ECLI:CE:ECHR:2010:0401JUD003254005,6
ECLI:CE:ECHR:2007:0130JUD007709701,6
ECLI:CE:ECHR:2014:0311JUD005206710,6
ECLI:CE:ECHR:2024:0305JUD000756407,6
ECLI:CE:ECHR:2015:0423JUD002669011,6
ECLI:CE:ECHR:2008:0108JUD000545703,6
ECLI:CE:ECHR:2007:0405JUD001539402,6
ECLI:CE:ECHR:2007:0405JUD001799502,6
ECLI:CE:ECHR:2007:1204JUD003104304,6
ECLI:CE:ECHR:2015:0113JUD000770812,6
ECLI:CE:ECHR:2014:0522JUD001517213,6
ECLI:CE:ECHR:2014:1204JUD001641206,6
ECLI:CE:ECHR:2014:1202JUD003209310,6
ECLI:CE:ECHR:2011:0526JUD003982207,6
ECLI:CE:ECHR:2007:0515JUD005239199,6
ECLI:CE:ECHR:2014:0520JUD003943805,6
ECLI:CE:ECHR:2014:1211JUD004364310,6
ECLI:CE:ECHR:2007:0503JUD000111002,6
ECLI:CE:ECHR:2015:0122JUD002667109,6
ECLI:CE:ECHR:2007:0426JUD000609803,6
ECLI:CE:ECHR:2007:0426JUD004210402,6
ECLI:CE:ECHR:2007:0424JUD001415102,6
ECLI:CE:ECHR:2007:0424JUD004583099,6
ECLI:CE:ECHR:2007:0412JUD003316803,6
ECLI:CE:ECHR:2015:0205JUD000283409,6
ECLI:CE:ECHR:2015:0205JUD001660809,6
ECLI:CE:ECHR:2006:0713JUD003728402,6
ECLI:CE:ECHR:2006:0713JUD000485603,6
ECLI:CE:ECHR:2013:0627JUD000059107,6
ECLI:CE:ECHR:2005:1206JUD002731095,6
ECLI:CE:ECHR:2017:0124JUD002391212,6
ECLI:CE:ECHR:2024:0206JUD003236819,6
ECLI:CE:ECHR:2017:0131JUD005965514,6
ECLI:CE:ECHR:2010:0309JUD004182707,6
ECLI:CE:ECHR:2005:1220JUD003040802,6
ECLI:CE:ECHR:2005:1215JUD002049604,6
ECLI:CE:ECHR:2017:0216JUD004046405,6
ECLI:CE:ECHR:2013:0725JUD002718304,6
ECLI:CE:ECHR:2017:0216JUD007715313,6
ECLI:CE:ECHR:2017:0216JUD006259415,6
ECLI:CE:ECHR:2017:0302JUD000518707,6
ECLI:CE:ECHR:2017:0302JUD002010007,6
ECLI:CE:ECHR:2008:0918JUD003308604,6
ECLI:CE:ECHR:2024:0118JUD001087622,6
ECLI:CE:ECHR:2005:1208JUD005885800,6
ECLI:CE:ECHR:2008:0925JUD000616405,6
ECLI:CE:ECHR:2017:0228JUD000090713,6
ECLI:CE:ECHR:2024:0206JUD005069320,6
ECLI:CE:ECHR:2006:0110JUD003908197,6
ECLI:CE:ECHR:2008:0722JUD001041803,6
ECLI:CE:ECHR:2016:1213JUD002642907,6
ECLI:CE:ECHR:2006:0223JUD003959898,6
ECLI:CE:ECHR:2008:0717JUD001764704,6
ECLI:CE:ECHR:2016:1115JUD005683808,6
ECLI:CE:ECHR:2016:1115JUD003463609,6
ECLI:CE:ECHR:2016:1124JUD000540307,6
ECLI:CE:ECHR:2016:1124JUD000350308,6
ECLI:CE:ECHR:2006:0216JUD004323398,6
ECLI:CE:ECHR:2016:1213JUD006062709,6
ECLI:CE:ECHR:2013:0924JUD001187105,6
ECLI:CE:ECHR:2006:0202JUD002532402,6
ECLI:CE:ECHR:2006:0202JUD004196898,6
ECLI:CE:ECHR:2008:0717JUD004221107,6
ECLI:CE:ECHR:2013:1003JUD000221505,6
ECLI:CE:ECHR:2016:1220JUD005396707,6
ECLI:CE:ECHR:2006:0119JUD000733603,6
ECLI:CE:ECHR:2017:0117JUD002209405,6
ECLI:CE:ECHR:2017:0307JUD006893912,6
ECLI:CE:ECHR:2008:0923JUD001995505,6
ECLI:CE:ECHR:2008:0717JUD002051103,6
ECLI:CE:ECHR:2013:0725JUD002346503,6
ECLI:CE:ECHR:2013:0709JUD002012907,6
ECLI:CE:ECHR:2005:1108JUD006132800,6
ECLI:CE:ECHR:2008:1014JUD007093001,6
ECLI:CE:ECHR:2008:1014JUD006833701,6
ECLI:CE:ECHR:2005:1103JUD004604699,6
ECLI:CE:ECHR:2017:0518JUD004092705,6
ECLI:CE:ECHR:2024:0116JUD000356616,6
ECLI:CE:ECHR:2005:1025JUD005724600,6
ECLI:CE:ECHR:2010:0422JUD005075707,6
ECLI:CE:ECHR:2011:0329JUD001743703,6
ECLI:CE:ECHR:2005:1025JUD005914000,6
ECLI:CE:ECHR:2005:1020JUD007184101,6
ECLI:CE:ECHR:2017:0523JUD002312115,6
ECLI:CE:ECHR:2012:0619JUD000159306,6
ECLI:CE:ECHR:2017:0608JUD007089013,6
ECLI:CE:ECHR:2008:1021JUD001575002,6
ECLI:CE:ECHR:2017:0523JUD002869105,6
ECLI:CE:ECHR:2005:1110JUD005478900,6
ECLI:CE:ECHR:2017:0504JUD001066208,6
ECLI:CE:ECHR:2005:1110JUD005519300,6
ECLI:CE:ECHR:2013:0716JUD006138209,6
ECLI:CE:ECHR:2008:0930JUD006818301,6
ECLI:CE:ECHR:2017:0316JUD005169313,6
ECLI:CE:ECHR:2008:1002JUD007200101,6
ECLI:CE:ECHR:2005:1124JUD004633699,6
ECLI:CE:ECHR:2005:1122JUD006582301,6
ECLI:CE:ECHR:2013:0716JUD007346910,6
ECLI:CE:ECHR:2017:0406JUD004689209,6
ECLI:CE:ECHR:2013:0716JUD005855909,6
ECLI:CE:ECHR:2017:0427JUD007360713,6
ECLI:CE:ECHR:2017:0406JUD000611610,6
ECLI:CE:ECHR:2008:1009JUD000922406,6
ECLI:CE:ECHR:2013:0716JUD004106405,6
ECLI:CE:ECHR:2005:1122JUD003342096,6
ECLI:CE:ECHR:2005:1117JUD002905203,6
ECLI:CE:ECHR:2005:1115JUD005383500,6
ECLI:CE:ECHR:2017:0420JUD002326113,6
ECLI:CE:ECHR:2013:1010JUD006748210,6
ECLI:CE:ECHR:2006:0228JUD003668402,6
ECLI:CE:ECHR:2006:0713JUD003333102,6
ECLI:CE:ECHR:2016:0712JUD002104812,6
ECLI:CE:ECHR:2023:0706JUD005090018,6
ECLI:CE:ECHR:2008:0513JUD003330702,6
ECLI:CE:ECHR:2006:0622JUD005183999,6
ECLI:CE:ECHR:2006:0615JUD007092301,6
ECLI:CE:ECHR:2006:0615JUD004435302,6
ECLI:CE:ECHR:2008:0515JUD005836400,6
ECLI:CE:ECHR:2016:0524JUD001918109,6
ECLI:CE:ECHR:2016:0609JUD001393209,6
ECLI:CE:ECHR:2016:0609JUD004416414,6
ECLI:CE:ECHR:2016:0616JUD003036211,6
ECLI:CE:ECHR:2008:0520JUD006888101,6
ECLI:CE:ECHR:2024:0516JUD003969319,6
ECLI:CE:ECHR:2016:0621JUD004252607,6
ECLI:CE:ECHR:2016:0628JUD005451111,6
ECLI:CE:ECHR:2006:0530JUD005942300,6
ECLI:CE:ECHR:2006:0524JUD006394500,6
ECLI:CE:ECHR:2006:0530JUD006017600,6
ECLI:CE:ECHR:2016:0519JUD004268406,6
ECLI:CE:ECHR:2016:0428JUD006888413,6
ECLI:CE:ECHR:2024:0516JUD002738117,6
ECLI:CE:ECHR:2006:0704JUD001663104,6
ECLI:CE:ECHR:2006:0713JUD003218602,6
ECLI:CE:ECHR:2006:0713JUD007446301,6
ECLI:CE:ECHR:2008:0410JUD002786305,6
ECLI:CE:ECHR:2008:0410JUD006169700,6
ECLI:CE:ECHR:2008:0424JUD002638602,6
ECLI:CE:ECHR:2023:0601JUD004346706,6
ECLI:CE:ECHR:2006:0706JUD006057400,6
ECLI:CE:ECHR:2013:1121JUD002338009,6
ECLI:CE:ECHR:2006:0627JUD007556901,6
ECLI:CE:ECHR:2006:0629JUD000831602,6
ECLI:CE:ECHR:2006:0629JUD007690001,6
ECLI:CE:ECHR:2013:1205JUD005826509,6
ECLI:CE:ECHR:2006:0627JUD003741502,6
ECLI:CE:ECHR:2016:0426JUD002578211,6
ECLI:CE:ECHR:2006:0627JUD005104199,6
ECLI:CE:ECHR:2013:1203JUD002545107,6
ECLI:CE:ECHR:2016:0712JUD001105912,6
ECLI:CE:ECHR:2008:0610JUD001727104,6
ECLI:CE:ECHR:2006:0228JUD002132402,6
ECLI:CE:ECHR:2006:0523JUD007713801,6
ECLI:CE:ECHR:2013:1024JUD004004412,6
ECLI:CE:ECHR:2016:1006JUD001728209,6
ECLI:CE:ECHR:2016:1006JUD003370409,6
ECLI:CE:ECHR:2013:1024JUD000984207,6
ECLI:CE:ECHR:2008:0626JUD001559103,6
ECLI:CE:ECHR:2006:0404JUD001894402,6
ECLI:CE:ECHR:2024:0208JUD002558222,6
ECLI:CE:ECHR:2008:0703JUD001270302,6
ECLI:CE:ECHR:2008:0703JUD004038304,6
ECLI:CE:ECHR:2016:1025JUD003703703,6
ECLI:CE:ECHR:2013:1017JUD006530310,6
ECLI:CE:ECHR:2016:1006JUD006103409,6
ECLI:CE:ECHR:2011:0405JUD003927204,6
ECLI:CE:ECHR:2006:0309JUD001016202,6
ECLI:CE:ECHR:2006:0307JUD000886604,6
ECLI:CE:ECHR:2016:1108JUD001658009,6
ECLI:CE:ECHR:2016:1117JUD002403708,6
ECLI:CE:ECHR:2006:0406JUD004546699,6
ECLI:CE:ECHR:2008:0701JUD005824300,6
ECLI:CE:ECHR:2016:0915JUD006689914,6
ECLI:CE:ECHR:2016:0830JUD003145412,6
ECLI:CE:ECHR:2006:0523JUD004478598,6
ECLI:CE:ECHR:2006:0427JUD005729900,6
ECLI:CE:ECHR:2016:0721JUD001265509,6
ECLI:CE:ECHR:2024:0516JUD004904718,6
ECLI:CE:ECHR:2006:0425JUD001602202,6
ECLI:CE:ECHR:2008:0610JUD005055006,6
ECLI:CE:ECHR:2016:0721JUD002862513,6
ECLI:CE:ECHR:2006:0420JUD004757999,6
ECLI:CE:ECHR:2006:0411JUD004475498,6
ECLI:CE:ECHR:2008:0617JUD000201006,6
ECLI:CE:ECHR:2006:0420JUD004278098,6
ECLI:CE:ECHR:2006:0418JUD001260502,6
ECLI:CE:ECHR:2016:0915JUD001560207,6
ECLI:CE:ECHR:2016:0920JUD002484905,6
ECLI:CE:ECHR:2023:0706JUD004704521,6
ECLI:CE:ECHR:2016:0922JUD000157406,6
ECLI:CE:ECHR:2020:0623JUD003431013,6
ECLI:CE:ECHR:2018:1115JUD000318914,6
ECLI:CE:ECHR:2022:0210JUD003910818,6
ECLI:CE:ECHR:2022:1006JUD001741121,6
ECLI:CE:ECHR:2021:0422JUD000197613,6
ECLI:CE:ECHR:2001:0614JUD002049192,6
ECLI:CE:ECHR:2010:1207JUD001596606,6
ECLI:CE:ECHR:2021:0427JUD004880208,6
ECLI:CE:ECHR:2001:0628JUD003870397,6
ECLI:CE:ECHR:2022:0929JUD005796715,6
ECLI:CE:ECHR:1999:1221JUD003329096,6
ECLI:CE:ECHR:2021:1125JUD000283610,6
ECLI:CE:ECHR:2021:0415JUD003987318,6
ECLI:CE:ECHR:2011:1006JUD005042506,6
ECLI:CE:ECHR:1996:0219JUD002321894,6
ECLI:CE:ECHR:2009:1013JUD003952303,6
ECLI:CE:ECHR:1999:1116JUD003112796,6
ECLI:CE:ECHR:2021:1130JUD001750418,6
ECLI:CE:ECHR:2021:1202JUD001358211,6
ECLI:CE:ECHR:2009:1013JUD004298104,6
ECLI:CE:ECHR:2011:0113JUD002892404,6
ECLI:CE:ECHR:2024:1112JUD002537316,6
ECLI:CE:ECHR:1999:1015JUD002661495,6
ECLI:CE:ECHR:2021:1202JUD005539020,6
ECLI:CE:ECHR:2022:1004JUD005458408,6
ECLI:CE:ECHR:2009:1210JUD001286805,6
ECLI:CE:ECHR:1999:0121JUD002571694,6
ECLI:CE:ECHR:2022:0519JUD003175418,6
ECLI:CE:ECHR:2012:0327JUD000727209,6
ECLI:CE:ECHR:2021:0504JUD006813616,6
ECLI:CE:ECHR:2011:0120JUD003018306,6
ECLI:CE:ECHR:2001:0529JUD003795097,6
ECLI:CE:ECHR:1996:0221JUD002192893,6
ECLI:CE:ECHR:2011:1103JUD003393706,6
ECLI:CE:ECHR:2024:1205JUD003191321,6
ECLI:CE:ECHR:2022:0915JUD001539419,6
ECLI:CE:ECHR:2009:1208JUD000976203,6
ECLI:CE:ECHR:2011:1108JUD000306407,6
ECLI:CE:ECHR:2001:0605JUD003933598,6
ECLI:CE:ECHR:1992:0225JUD001080284,6
ECLI:CE:ECHR:2021:0518JUD004232911,6
ECLI:CE:ECHR:2009:1210JUD001091105,6
ECLI:CE:ECHR:2022:0607JUD000409912,6
ECLI:CE:ECHR:2021:0520JUD005359412,6
ECLI:CE:ECHR:2022:0920JUD003375416,6
ECLI:CE:ECHR:2011:1011JUD004269705,6
ECLI:CE:ECHR:1996:0222JUD001889291,6
ECLI:CE:ECHR:2022:0505JUD000408021,6
ECLI:CE:ECHR:1991:1029JUD001182685,6
ECLI:CE:ECHR:2023:1130JUD001060018,6
ECLI:CE:ECHR:2010:1118JUD000761805,6
ECLI:CE:ECHR:2021:0223JUD006291517,6
ECLI:CE:ECHR:2009:1217JUD003812407,6
ECLI:CE:ECHR:2021:0225JUD000089412,6
ECLI:CE:ECHR:2022:0414JUD006069911,6
ECLI:CE:ECHR:2012:0417JUD004360907,6
ECLI:CE:ECHR:1998:1028JUD002819495,6
ECLI:CE:ECHR:2021:0211JUD001563420,6
ECLI:CE:ECHR:1990:0522JUD001103484,6
ECLI:CE:ECHR:1998:0923JUD002288093,6
ECLI:CE:ECHR:1998:0923JUD002475594,6
ECLI:CE:ECHR:2011:1122JUD001854408,6
ECLI:CE:ECHR:2024:1105JUD002676022,6
ECLI:CE:ECHR:2021:1214JUD001376117,6
ECLI:CE:ECHR:1998:0923JUD002781295,6
ECLI:CE:ECHR:2001:1009JUD003567397,6
ECLI:CE:ECHR:1998:0923JUD002559994,6
ECLI:CE:ECHR:1996:1217JUD002036892,6
ECLI:CE:ECHR:2022:0405JUD007197712,6
ECLI:CE:ECHR:2010:0713JUD003462103,6
ECLI:CE:ECHR:2010:0729JUD002440405,6
ECLI:CE:ECHR:2010:1216JUD002406104,6
ECLI:CE:ECHR:2001:0712JUD002903295,6
ECLI:CE:ECHR:2001:0802JUD002352994,6
ECLI:CE:ECHR:1991:0626JUD001236986,6
ECLI:CE:ECHR:2021:0325JUD003871816,6
ECLI:CE:ECHR:2010:0608JUD000645803,6
ECLI:CE:ECHR:2001:0717JUD003704097,6
ECLI:CE:ECHR:2021:0323JUD003636614,6
ECLI:CE:ECHR:1996:1115JUD001938592,6
ECLI:CE:ECHR:2012:0119JUD002852708,6
ECLI:CE:ECHR:1999:0728JUD002580394,6
ECLI:CE:ECHR:2021:1125JUD001091715,6
ECLI:CE:ECHR:2024:1219JUD005931919,6
ECLI:CE:ECHR:2021:1214JUD003887405,6
ECLI:CE:ECHR:2025:0109JUD005144815,6
ECLI:CE:ECHR:2011:1122JUD001732010,6
ECLI:CE:ECHR:2012:0117JUD004684608,6
ECLI:CE:ECHR:2021:0311JUD001501607,6
ECLI:CE:ECHR:1990:0830JUD001224486,6
ECLI:CE:ECHR:2022:1013JUD001950419,6
ECLI:CE:ECHR:2021:0309JUD003653715,6
ECLI:CE:ECHR:1998:1028JUD002809095,6
ECLI:CE:ECHR:2001:0426JUD003291196,6
ECLI:CE:ECHR:2021:0511JUD002188418,6
ECLI:CE:ECHR:2021:1214JUD005350219,6
ECLI:CE:ECHR:2021:0720JUD007908913,6
ECLI:CE:ECHR:2000:1130JUD001591989,6
ECLI:CE:ECHR:1995:0223JUD001537589,6
ECLI:CE:ECHR:2022:0728JUD006419111,6
ECLI:CE:ECHR:2021:0831JUD006698414,6
ECLI:CE:ECHR:2021:0902JUD001474218,6
ECLI:CE:ECHR:2022:0728JUD001860717,6
ECLI:CE:ECHR:1993:0824JUD001392488,6
ECLI:CE:ECHR:2010:1109JUD002274603,6
ECLI:CE:ECHR:2022:0728JUD000205118,6
ECLI:CE:ECHR:2021:0720JUD001969918,6
ECLI:CE:ECHR:2021:0511JUD004416615,6
ECLI:CE:ECHR:2022:0728JUD001427719,6
ECLI:CE:ECHR:2000:1221JUD003273496,6
ECLI:CE:ECHR:2000:0502JUD002613295,6
ECLI:CE:ECHR:2012:0228JUD003077905,6
ECLI:CE:ECHR:2021:0708JUD002090315,6
ECLI:CE:ECHR:2001:0130JUD002980096,6
ECLI:CE:ECHR:2021:0706JUD000259918,6
ECLI:CE:ECHR:2000:0425JUD003131596,6
ECLI:CE:ECHR:2021:1019JUD002834911,6
ECLI:CE:ECHR:2021:1014JUD004554020,6
ECLI:CE:ECHR:2010:1104JUD002257508,6
ECLI:CE:ECHR:2010:1104JUD004097507,6
ECLI:CE:ECHR:1995:0209JUD001661690,6
ECLI:CE:ECHR:2021:0930JUD005721915,6
ECLI:CE:ECHR:2012:0216JUD007534501,6
ECLI:CE:ECHR:2000:1005JUD003236796,6
ECLI:CE:ECHR:2021:0930JUD000592820,6
ECLI:CE:ECHR:2000:1005JUD003412096,6
ECLI:CE:ECHR:1994:0222JUD001295487,6
ECLI:CE:ECHR:2022:0707JUD005326718,6
ECLI:CE:ECHR:2000:0530JUD003152496,6
ECLI:CE:ECHR:2021:0914JUD002137110,6
ECLI:CE:ECHR:1994:1124JUD001528789,6
ECLI:CE:ECHR:2010:1102JUD003721703,6
ECLI:CE:ECHR:1994:0922JUD001361688,6
ECLI:CE:ECHR:2022:0630JUD004290717,6
ECLI:CE:ECHR:1993:1102JUD001232586,6
ECLI:CE:ECHR:2021:0916JUD002186520,6
ECLI:CE:ECHR:2022:0630JUD003902817,6
ECLI:CE:ECHR:2021:1014JUD003550320,6
ECLI:CE:ECHR:2000:0731JUD003576597,6
ECLI:CE:ECHR:2012:0214JUD001866109,6
ECLI:CE:ECHR:1993:0525JUD001430788,6
ECLI:CE:ECHR:2001:0213JUD002511694,6
ECLI:CE:ECHR:1995:0505JUD001846591,6
ECLI:CE:ECHR:2000:0627JUD003284296,6
ECLI:CE:ECHR:2021:0608JUD006915411,6
ECLI:CE:ECHR:1992:1027JUD001501689,6
ECLI:CE:ECHR:2021:0622JUD002259716,6
ECLI:CE:ECHR:2022:0915JUD007285514,6
ECLI:CE:ECHR:2022:0614JUD003441710,6
ECLI:CE:ECHR:2001:0412JUD004186798,6
ECLI:CE:ECHR:1995:1121JUD001807291,6
ECLI:CE:ECHR:1992:0615JUD001243386,6
ECLI:CE:ECHR:2010:1130JUD001760405,6
ECLI:CE:ECHR:2009:1201JUD000344905,6
ECLI:CE:ECHR:2011:0111JUD004986808,6
ECLI:CE:ECHR:2010:0715JUD007399001,6
ECLI:CE:ECHR:2021:0610JUD002077620,6
ECLI:CE:ECHR:2010:0706JUD003176006,6
