centrality,times_best_high,times_best_low,times_best_overall
hits_hub,1,0,1
degree_centrality,8,0,8
core_number,0,3,0
harmonic_centrality,4,1,4
relative_in_degree_centrality,0,5,0
pagerank,1,4,1
hits_authority,1,0,1
disruption,0,1,0
closeness_centrality,0,3,0
in_degree_centrality,5,7,5
betweenness_centrality,2,0,2
eigenvector_centrality,4,2,4
