Correlation,Centrality,Ground Truth
0.13430072302565232,degree_centrality,importance
0.29326493014967714,degree_centrality,doctypebranch
0.3572167855581755,in_degree_centrality,importance
0.4620569852971135,in_degree_centrality,doctypebranch
-0.22149967509430665,out_degree_centrality,importance
-0.10526209968114145,out_degree_centrality,doctypebranch
-0.014664904742306048,betweenness_centrality,importance
0.05093405454636479,betweenness_centrality,doctypebranch
0.3594483998629887,closeness_centrality,importance
0.45721091296509403,closeness_centrality,doctypebranch
0.1379316241825307,core_number,importance
0.2973369714891037,core_number,doctypebranch
0.3572167855581755,relative_in_degree_centrality,importance
0.4620569852971135,relative_in_degree_centrality,doctypebranch
0.3580172821002735,eigenvector_centrality,importance
0.44569297494972215,eigenvector_centrality,doctypebranch
0.3584253920329773,pagerank,importance
0.44865475663867477,pagerank,doctypebranch
-0.25782861393680073,hits_hub,importance
-0.1864146679768759,hits_hub,doctypebranch
0.19962165098076692,hits_authority,importance
0.30823706015382707,hits_authority,doctypebranch
0.35955618964547337,harmonic_centrality,importance
0.45613607969919717,harmonic_centrality,doctypebranch
0.3771967727215519,disruption,importance
0.4592472638870098,disruption,doctypebranch
0.3572167855581755,composite,importance
0.4620569852971135,composite,doctypebranch
