Network,Initial Nodes,Valid Nodes,Removed Nodes,Total Edges,Connected Nodes,Non-Connected Nodes,Connected Components,Biggest Component Size,Density,Doctypebranch Distribution,Importance Distribution,Importance Pre-1998,Importance Post-1998
importance_merged_150_cutoff_balanced_doctypebranch/article_5,261,261,0,666,211,50,2,209,0.00981432,"3: 123, 1: 72, 2: 66","3: 162, 1: 75, 2: 24","1: 5, 2: 1","3: 162, 1: 70, 2: 23"
split_unbalanced/article_9,243,243,0,1035,197,46,1,197,0.01760024,"2: 195, 1: 26, 3: 22","2: 99, 1: 84, 3: 60","1: 17, 2: 3, 3: 1","2: 96, 1: 67, 3: 59"
importance_merged_100_cutoff_unbalanced/article_9,243,243,0,1035,197,46,1,197,0.01760024,"2: 195, 1: 26, 3: 22","2: 99, 1: 84, 3: 60","1: 17, 2: 3, 3: 1","2: 96, 1: 67, 3: 59"
importance_merged_150_cutoff_unbalanced/article_9,243,243,0,1035,197,46,1,197,0.01760024,"2: 195, 1: 26, 3: 22","2: 99, 1: 84, 3: 60","1: 17, 2: 3, 3: 1","2: 96, 1: 67, 3: 59"
split_balanced_doctypebranch/article_8,230,230,0,699,173,57,1,173,0.01327131,"1: 119, 2: 66, 3: 45","1: 129, 3: 64, 2: 37","1: 10, 2: 1","1: 119, 3: 64, 2: 36"
importance_merged_100_cutoff_balanced_doctypebranch/article_8,230,230,0,699,173,57,1,173,0.01327131,"1: 119, 2: 66, 3: 45","1: 129, 3: 64, 2: 37","1: 10, 2: 1","1: 119, 3: 64, 2: 36"
importance_merged_150_cutoff_balanced_doctypebranch/article_8,230,230,0,699,173,57,1,173,0.01327131,"1: 119, 2: 66, 3: 45","1: 129, 3: 64, 2: 37","1: 10, 2: 1","1: 119, 3: 64, 2: 36"
split_balanced_importance/article_37,229,229,0,160,89,140,6,76,0.00306443,"2: 194, 1: 32, 3: 3","3: 103, 1: 80, 2: 46",3: 1,"3: 102, 1: 80, 2: 46"
split_balanced_doctypebranch/article_13,229,229,0,332,130,99,1,130,0.00635869,"3: 105, 1: 69, 2: 55","3: 144, 1: 76, 2: 9",1: 10,"3: 144, 1: 66, 2: 9"
importance_merged_100_cutoff_balanced_importance/article_37,229,229,0,160,89,140,6,76,0.00306443,"2: 194, 1: 32, 3: 3","3: 103, 1: 80, 2: 46",3: 1,"3: 102, 1: 80, 2: 46"
importance_merged_100_cutoff_balanced_doctypebranch/article_13,229,229,0,332,130,99,1,130,0.00635869,"3: 105, 1: 69, 2: 55","3: 144, 1: 76, 2: 9",1: 10,"3: 144, 1: 66, 2: 9"
importance_merged_150_cutoff_balanced_importance/article_37,229,229,0,160,89,140,6,76,0.00306443,"2: 194, 1: 32, 3: 3","3: 103, 1: 80, 2: 46",3: 1,"3: 102, 1: 80, 2: 46"
importance_merged_150_cutoff_balanced_doctypebranch/article_13,229,229,0,332,130,99,1,130,0.00635869,"3: 105, 1: 69, 2: 55","3: 144, 1: 76, 2: 9",1: 10,"3: 144, 1: 66, 2: 9"
split_balanced_importance/article_11,213,213,0,738,187,26,2,184,0.01634334,"2: 151, 3: 39, 1: 23","1: 98, 2: 66, 3: 49",1: 19,"1: 79, 2: 66, 3: 49"
importance_merged_100_cutoff_balanced_importance/article_11,213,213,0,738,187,26,2,184,0.01634334,"2: 151, 3: 39, 1: 23","1: 98, 2: 66, 3: 49",1: 19,"1: 79, 2: 66, 3: 49"
importance_merged_150_cutoff_balanced_importance/article_11,213,213,0,738,187,26,2,184,0.01634334,"2: 151, 3: 39, 1: 23","1: 98, 2: 66, 3: 49",1: 19,"1: 79, 2: 66, 3: 49"
split_balanced_importance/article_46,204,204,0,1091,189,15,2,187,0.02634502,"2: 160, 1: 44","1: 134, 2: 68, 3: 2","1: 12, 3: 1","1: 122, 2: 68, 3: 1"
importance_merged_100_cutoff_balanced_importance/article_46,204,204,0,1091,189,15,2,187,0.02634502,"2: 160, 1: 44","1: 134, 2: 68, 3: 2","1: 12, 3: 1","1: 122, 2: 68, 3: 1"
importance_merged_150_cutoff_balanced_importance/article_46,204,204,0,1091,189,15,2,187,0.02634502,"2: 160, 1: 44","1: 134, 2: 68, 3: 2","1: 12, 3: 1","1: 122, 2: 68, 3: 1"
split_unbalanced/article_P4,199,199,0,657,173,26,3,169,0.01667428,"2: 142, 3: 44, 1: 13","3: 94, 2: 59, 1: 46","1: 6, 2: 1","3: 94, 2: 58, 1: 40"
importance_merged_100_cutoff_unbalanced/article_P4,199,199,0,657,173,26,3,169,0.01667428,"2: 142, 3: 44, 1: 13","3: 94, 2: 59, 1: 46","1: 6, 2: 1","3: 94, 2: 58, 1: 40"
importance_merged_150_cutoff_unbalanced/article_P4,199,199,0,657,173,26,3,169,0.01667428,"2: 142, 3: 44, 1: 13","3: 94, 2: 59, 1: 46","1: 6, 2: 1","3: 94, 2: 58, 1: 40"
split_unbalanced/article_7,170,170,0,733,141,29,2,139,0.02551340,"2: 140, 1: 24, 3: 6","2: 69, 1: 55, 3: 46","1: 10, 2: 3","2: 66, 3: 46, 1: 45"
importance_merged_100_cutoff_unbalanced/article_7,170,170,0,733,141,29,2,139,0.02551340,"2: 140, 1: 24, 3: 6","2: 69, 1: 55, 3: 46","1: 10, 2: 3","2: 66, 3: 46, 1: 45"
importance_merged_150_cutoff_unbalanced/article_7,170,170,0,733,141,29,2,139,0.02551340,"2: 140, 1: 24, 3: 6","2: 69, 1: 55, 3: 46","1: 10, 2: 3","2: 66, 3: 46, 1: 45"
split_balanced_doctypebranch/article_10,142,142,0,608,114,28,1,114,0.03036660,"1: 80, 2: 38, 3: 24","1: 82, 3: 36, 2: 24","1: 11, 2: 4","1: 71, 3: 36, 2: 20"
importance_merged_100_cutoff_balanced_doctypebranch/article_10,142,142,0,608,114,28,1,114,0.03036660,"1: 80, 2: 38, 3: 24","1: 82, 3: 36, 2: 24","1: 11, 2: 4","1: 71, 3: 36, 2: 20"
split_balanced_importance/article_9,125,125,0,408,97,28,1,97,0.02632258,"2: 100, 1: 24, 3: 1","1: 84, 2: 33, 3: 8","1: 17, 3: 1","1: 67, 2: 33, 3: 7"
importance_merged_100_cutoff_balanced_importance/article_9,125,125,0,408,97,28,1,97,0.02632258,"2: 100, 1: 24, 3: 1","1: 84, 2: 33, 3: 8","1: 17, 3: 1","1: 67, 2: 33, 3: 7"
split_unbalanced/article_18,118,118,0,480,94,24,1,94,0.03476749,"2: 104, 1: 14","2: 51, 1: 40, 3: 27","1: 14, 2: 5, 3: 1","2: 46, 1: 26, 3: 26"
importance_merged_100_cutoff_unbalanced/article_18,118,118,0,480,94,24,1,94,0.03476749,"2: 104, 1: 14","2: 51, 1: 40, 3: 27","1: 14, 2: 5, 3: 1","2: 46, 1: 26, 3: 26"
split_balanced_importance/article_38,114,114,0,266,57,57,1,57,0.02064897,"2: 102, 1: 11, 3: 1","3: 52, 1: 40, 2: 22",1: 3,"3: 52, 1: 37, 2: 22"
importance_merged_100_cutoff_balanced_importance/article_38,114,114,0,266,57,57,1,57,0.02064897,"2: 102, 1: 11, 3: 1","3: 52, 1: 40, 2: 22",1: 3,"3: 52, 1: 37, 2: 22"
split_balanced_importance/article_39,106,106,0,2,4,102,2,2,0.00017969,"2: 101, 1: 4, 3: 1","3: 83, 1: 21, 2: 2","1: 6, 3: 1","3: 82, 1: 15, 2: 2"
importance_merged_100_cutoff_balanced_importance/article_39,106,106,0,2,4,102,2,2,0.00017969,"2: 101, 1: 4, 3: 1","3: 83, 1: 21, 2: 2","1: 6, 3: 1","3: 82, 1: 15, 2: 2"
split_balanced_doctypebranch/article_14,105,105,0,306,83,22,2,80,0.02802198,"1: 85, 2: 19, 3: 1","1: 85, 3: 10, 2: 10","1: 10, 2: 1","1: 75, 3: 10, 2: 9"
importance_merged_100_cutoff_balanced_doctypebranch/article_14,105,105,0,306,83,22,2,80,0.02802198,"1: 85, 2: 19, 3: 1","1: 85, 3: 10, 2: 10","1: 10, 2: 1","1: 75, 3: 10, 2: 9"
split_balanced_doctypebranch/article_34,104,104,0,330,86,18,1,86,0.03080657,"1: 74, 2: 23, 3: 7","1: 74, 2: 17, 3: 13",1: 2,"1: 72, 2: 17, 3: 13"
importance_merged_100_cutoff_balanced_doctypebranch/article_34,104,104,0,330,86,18,1,86,0.03080657,"1: 74, 2: 23, 3: 7","1: 74, 2: 17, 3: 13",1: 2,"1: 72, 2: 17, 3: 13"
split_unbalanced/article_1,102,102,0,365,89,13,2,87,0.03543001,"2: 72, 1: 30","1: 52, 2: 45, 3: 5",1: 7,"1: 45, 2: 45, 3: 5"
importance_merged_100_cutoff_unbalanced/article_1,102,102,0,365,89,13,2,87,0.03543001,"2: 72, 1: 30","1: 52, 2: 45, 3: 5",1: 7,"1: 45, 2: 45, 3: 5"
split_balanced_importance/article_7,92,92,0,328,77,15,1,77,0.03917821,"2: 68, 1: 24","1: 55, 2: 32, 3: 5","1: 10, 2: 1","1: 45, 2: 31, 3: 5"
split_balanced_doctypebranch/article_2,87,87,0,302,76,11,1,76,0.04036354,"1: 49, 2: 20, 3: 18","1: 49, 3: 32, 2: 6",1: 4,"1: 45, 3: 32, 2: 6"
split_balanced_importance/article_P7,85,85,0,114,57,28,2,55,0.01596639,"2: 56, 3: 18, 1: 11","1: 36, 3: 26, 2: 23","1: 2, 2: 1","1: 34, 3: 26, 2: 22"
split_balanced_importance/article_P4,80,80,0,211,68,12,2,66,0.03338608,"2: 64, 1: 13, 3: 3","1: 46, 2: 25, 3: 9","1: 6, 2: 1","1: 40, 2: 24, 3: 9"
split_balanced_doctypebranch/article_37,78,78,0,57,34,44,2,32,0.00949051,"1: 40, 2: 30, 3: 8","3: 35, 1: 33, 2: 10",,"3: 35, 1: 33, 2: 10"
split_balanced_doctypebranch/article_29,74,74,0,3,5,69,2,3,0.00055535,"2: 66, 1: 8","3: 49, 2: 14, 1: 11",,"3: 49, 2: 14, 1: 11"
split_unbalanced/article_17,67,67,0,69,43,24,4,28,0.01560380,"2: 62, 1: 4, 3: 1","3: 23, 1: 22, 2: 22","1: 6, 2: 1","3: 23, 2: 21, 1: 16"
split_balanced_importance/article_1,66,66,0,238,60,6,2,58,0.05547786,"2: 36, 1: 30","1: 52, 2: 14",1: 7,"1: 45, 2: 14"
split_balanced_doctypebranch/article_11,66,66,0,91,52,14,1,52,0.02121212,"3: 31, 1: 24, 2: 11","3: 35, 1: 23, 2: 8",1: 4,"3: 35, 1: 19, 2: 8"
split_balanced_importance/article_18,62,62,0,189,48,14,1,48,0.04997356,"2: 48, 1: 14","1: 40, 2: 20, 3: 2","1: 14, 2: 2","1: 26, 2: 18, 3: 2"
split_unbalanced/article_4,56,56,0,132,35,21,2,28,0.04285714,"2: 52, 1: 4","1: 22, 3: 21, 2: 13",1: 4,"3: 21, 1: 18, 2: 13"
split_balanced_doctypebranch/article_46,51,51,0,233,44,7,1,44,0.09137255,"1: 44, 2: 7","1: 47, 2: 4",1: 4,"1: 43, 2: 4"
