centrality,times_best_high,times_best_low,times_best_overall
eigenvector_centrality,4,1,4
harmonic_centrality,0,2,0
pagerank,1,3,1
closeness_centrality,0,11,0
hits_authority,4,1,4
out_degree_centrality,4,2,4
degree_centrality,4,1,4
hits_hub,2,2,2
core_number,1,1,1
disruption,10,1,10
in_degree_centrality,8,13,8
