Correlation,Centrality,Ground Truth
0.21120151807222226,degree_centrality,importance
0.20147497664817293,degree_centrality,doctypebranch
0.37269216702278396,in_degree_centrality,importance
0.2780697659013602,in_degree_centrality,doctypebranch
-0.15575406182350637,out_degree_centrality,importance
-0.058772613857226055,out_degree_centrality,doctypebranch
-0.018406320425353468,betweenness_centrality,importance
-0.026027936839292113,betweenness_centrality,doctypebranch
0.3719733053322684,closeness_centrality,importance
0.2765270808945019,closeness_centrality,doctypebranch
0.22479688252770416,core_number,importance
0.21286686401497465,core_number,doctypebranch
0.37269216702278396,relative_in_degree_centrality,importance
0.2780697659013602,relative_in_degree_centrality,doctypebranch
0.37014523176406944,eigenvector_centrality,importance
0.2737159559605949,eigenvector_centrality,doctypebranch
0.3725074312602758,pagerank,importance
0.2694675999462606,pagerank,doctypebranch
-0.14992195180413687,hits_hub,importance
-0.04908538089933772,hits_hub,doctypebranch
0.23448498658921363,hits_authority,importance
0.1869361898911724,hits_authority,doctypebranch
0.371903916061598,harmonic_centrality,importance
0.27648855672865086,harmonic_centrality,doctypebranch
0.37869183889972435,disruption,importance
0.28373410299161417,disruption,doctypebranch
0.3849473812853608,composite,importance
0.2919039776182892,composite,doctypebranch
