centrality,times_best_high,times_best_low,times_best_overall
core_number,0,6,0
pagerank,5,1,5
relative_in_degree_centrality,0,4,0
in_degree_centrality,4,7,4
eigenvector_centrality,1,0,1
closeness_centrality,1,2,1
degree_centrality,8,0,8
hits_hub,1,0,1
harmonic_centrality,2,2,2
