centrality,times_best_high,times_best_low,times_best_overall
core_number,0,3,0
pagerank,1,4,1
betweenness_centrality,2,0,2
relative_in_degree_centrality,0,6,0
in_degree_centrality,6,6,6
eigenvector_centrality,4,2,4
hits_authority,1,0,1
closeness_centrality,0,3,0
disruption,0,1,0
degree_centrality,7,0,7
hits_hub,1,0,1
harmonic_centrality,4,1,4
