centrality,times_best_high,times_best_low,times_best_overall
relative_in_degree_centrality,0,2,0
degree_centrality,4,0,4
core_number,0,4,0
harmonic_centrality,0,1,0
eigenvector_centrality,2,0,2
in_degree_centrality,2,1,2
