ecli,references
ECLI:CE:ECHR:2010:1028JUD002328404,[]
ECLI:CE:ECHR:2010:1202JUD000469106,[]
ECLI:CE:ECHR:2010:1221JUD001568405,['ECLI:CE:ECHR:2010:1028JUD002328404']
ECLI:CE:ECHR:2011:0113JUD003679403,[]
ECLI:CE:ECHR:2011:0208JUD003015703,"['ECLI:CE:ECHR:2010:1028JUD002328404', 'ECLI:CE:ECHR:2010:1221JUD001568405', 'ECLI:CE:ECHR:2010:1221JUD003537705']"
ECLI:CE:ECHR:2011:0421JUD004231004,[]
ECLI:CE:ECHR:2011:0510JUD003347508,[]
ECLI:CE:ECHR:2011:0517JUD000247406,[]
ECLI:CE:ECHR:2011:1129JUD003161008,[]
ECLI:CE:ECHR:2012:0112JUD000329905,['ECLI:CE:ECHR:2011:0927JUD002568809']
ECLI:CE:ECHR:2012:0117JUD003676006,[]
ECLI:CE:ECHR:2012:0119JUD003988405,['ECLI:CE:ECHR:2010:1221JUD003537705']
ECLI:CE:ECHR:2012:0327JUD001783507,[]
ECLI:CE:ECHR:2012:1211JUD001064508,['ECLI:CE:ECHR:2012:0223JUD003067104']
ECLI:CE:ECHR:2013:0430JUD004987211,"['ECLI:CE:ECHR:2010:1028JUD002328404', 'ECLI:CE:ECHR:2012:0117JUD003676006', 'ECLI:CE:ECHR:2011:0421JUD004231004']"
ECLI:CE:ECHR:2013:0604JUD000554306,"['ECLI:CE:ECHR:2012:0117JUD003676006', 'ECLI:CE:ECHR:2010:0902JUD000941105']"
ECLI:CE:ECHR:2013:0627JUD000909609,"['ECLI:CE:ECHR:2012:0117JUD003676006', 'ECLI:CE:ECHR:2011:1208JUD002991205', 'ECLI:CE:ECHR:2012:0529JUD002826007']"
ECLI:CE:ECHR:2013:0919JUD001688008,"['ECLI:CE:ECHR:2012:0119JUD003988405', 'ECLI:CE:ECHR:2012:0327JUD001783507']"
ECLI:CE:ECHR:2013:1015JUD003452910,['ECLI:CE:ECHR:2011:0113JUD003679403']
