centrality,times_best_high,times_best_low,times_best_overall
relative_in_degree_centrality,0,6,0
degree_centrality,10,0,10
core_number,0,5,0
harmonic_centrality,1,1,1
eigenvector_centrality,1,1,1
pagerank,1,2,1
in_degree_centrality,6,3,6
closeness_centrality,0,1,0
