ecli,references
ECLI:CE:ECHR:2010:0914JUD000699108,['ECLI:CE:ECHR:2010:0914JUD000699108']
ECLI:CE:ECHR:2010:1021JUD000491607,['ECLI:CE:ECHR:2011:1201JUD000808008']
ECLI:CE:ECHR:2010:1130JUD000322403,[]
ECLI:CE:ECHR:2010:1207JUD005176207,['ECLI:CE:ECHR:2011:1018JUD003496004']
ECLI:CE:ECHR:2010:1214JUD002800303,['ECLI:CE:ECHR:2013:0604JUD000904906']
ECLI:CE:ECHR:2011:0412JUD001297607,['ECLI:CE:ECHR:2011:1018JUD004156107']
ECLI:CE:ECHR:2011:1018JUD003496004,"['ECLI:CE:ECHR:2011:0412JUD001297607', 'ECLI:CE:ECHR:2011:1018JUD003496004', 'ECLI:CE:ECHR:2011:1018JUD004156107']"
ECLI:CE:ECHR:2011:1018JUD003758604,"['ECLI:CE:ECHR:2010:1021JUD000491607', 'ECLI:CE:ECHR:2010:0914JUD000699108', 'ECLI:CE:ECHR:2011:1018JUD003758604']"
ECLI:CE:ECHR:2011:1018JUD004156107,"['ECLI:CE:ECHR:2011:1018JUD004156107', 'ECLI:CE:ECHR:2011:0412JUD001297607', 'ECLI:CE:ECHR:2011:1018JUD003496004', 'ECLI:CE:ECHR:2011:1018JUD003758604']"
ECLI:CE:ECHR:2011:1201JUD000808008,[]
ECLI:CE:ECHR:2012:0124JUD006148508,['ECLI:CE:ECHR:2010:0914JUD000699108']
ECLI:CE:ECHR:2012:0131JUD000233009,[]
ECLI:CE:ECHR:2012:0131JUD002665604,['ECLI:CE:ECHR:2012:0131JUD002665604']
ECLI:CE:ECHR:2012:0320JUD000457206,[]
ECLI:CE:ECHR:2012:0410JUD003432004,[]
ECLI:CE:ECHR:2012:0710JUD003420206,['ECLI:CE:ECHR:2011:1018JUD003758604']
ECLI:CE:ECHR:2012:0724JUD004072108,['ECLI:CE:ECHR:2011:1201JUD000808008']
ECLI:CE:ECHR:2012:0925JUD001182808,[]
ECLI:CE:ECHR:2012:0925JUD002064105,['ECLI:CE:ECHR:2011:1011JUD004884807']
ECLI:CE:ECHR:2012:1002JUD000148407,"['ECLI:CE:ECHR:2010:0914JUD000699108', 'ECLI:CE:ECHR:2011:1201JUD000808008', 'ECLI:CE:ECHR:2012:0410JUD003432004']"
ECLI:CE:ECHR:2012:1106JUD004733506,[]
ECLI:CE:ECHR:2012:1127JUD003867608,[]
ECLI:CE:ECHR:2013:0314JUD002626105,[]
ECLI:CE:ECHR:2013:0411JUD002037211,[]
ECLI:CE:ECHR:2013:0618JUD000802907,"['ECLI:CE:ECHR:2012:0710JUD003420206', 'ECLI:CE:ECHR:2011:1201JUD000808008', 'ECLI:CE:ECHR:2011:1018JUD003758604']"
ECLI:CE:ECHR:2013:0709JUD000233009,[]
ECLI:CE:ECHR:2013:0709JUD003594310,[]
ECLI:CE:ECHR:2013:0723JUD004260605,[]
ECLI:CE:ECHR:2013:1003JUD002161307,"['ECLI:CE:ECHR:2012:0724JUD004072108', 'ECLI:CE:ECHR:2010:0914JUD000699108', 'ECLI:CE:ECHR:2012:0710JUD003420206']"
