centrality,times_best_high,times_best_low,times_best_overall
betweenness_centrality,1,0,1
core_number,0,3,0
in_degree_centrality,6,5,6
hits_hub,1,0,1
eigenvector_centrality,4,2,4
relative_in_degree_centrality,0,6,0
pagerank,0,2,0
degree_centrality,5,0,5
closeness_centrality,1,2,1
harmonic_centrality,4,2,4
