centrality,times_best_high,times_best_low,times_best_overall
core_number,0,3,0
pagerank,1,2,1
betweenness_centrality,1,0,1
relative_in_degree_centrality,0,5,0
in_degree_centrality,5,6,5
eigenvector_centrality,4,2,4
closeness_centrality,0,3,0
degree_centrality,6,0,6
hits_hub,1,0,1
harmonic_centrality,4,1,4
