centrality,times_best_high,times_best_low,times_best_overall
hits_hub,1,0,1
degree_centrality,4,1,4
core_number,0,3,0
harmonic_centrality,4,2,4
relative_in_degree_centrality,2,4,2
pagerank,1,3,1
closeness_centrality,0,3,0
in_degree_centrality,5,3,5
betweenness_centrality,1,0,1
eigenvector_centrality,4,3,4
