Correlation,Centrality,Ground Truth
0.388179951467027,degree_centrality,importance
0.2944285247351756,degree_centrality,doctypebranch
0.23345754657562687,in_degree_centrality,importance
0.23892753229409555,in_degree_centrality,doctypebranch
0.3312327553095512,out_degree_centrality,importance
0.18667272694527762,out_degree_centrality,doctypebranch
0.21279071343178807,betweenness_centrality,importance
0.14350990109705108,betweenness_centrality,doctypebranch
0.22807665686381384,closeness_centrality,importance
0.23858704286519808,closeness_centrality,doctypebranch
0.38092212075304693,core_number,importance
0.2806578807974168,core_number,doctypebranch
0.23345754657562687,relative_in_degree_centrality,importance
0.23892753229409555,relative_in_degree_centrality,doctypebranch
0.2181808589489737,eigenvector_centrality,importance
0.23362063386197118,eigenvector_centrality,doctypebranch
0.23761710284601692,pagerank,importance
0.2384055519939656,pagerank,doctypebranch
0.33200998110515595,hits_hub,importance
0.18348210743713075,hits_hub,doctypebranch
0.17410133485720639,hits_authority,importance
0.18988500422399235,hits_authority,doctypebranch
0.22807665686381384,harmonic_centrality,importance
0.23858704286519808,harmonic_centrality,doctypebranch
,disruption,importance
,disruption,doctypebranch
0.388179951467027,composite,importance
0.2944285247351756,composite,doctypebranch
