centrality,times_best_high,times_best_low,times_best_overall
relative_in_degree_centrality,0,7,0
degree_centrality,5,2,5
core_number,2,4,2
eigenvector_centrality,1,1,1
hits_hub,1,0,1
in_degree_centrality,7,1,7
closeness_centrality,0,1,0
