centrality,times_best_high,times_best_low,times_best_overall
pagerank,5,2,5
closeness_centrality,0,5,0
core_number,1,0,1
degree_centrality,0,2,0
relative_in_degree_centrality,0,23,0
harmonic_centrality,1,0,1
disruption,9,0,9
in_degree_centrality,25,9,25
